"First Object";"Second Object";"Similarity Value";"First Object Data";"Second Object Data"
"cd.[100856]";"cd.[104872]";"0.7857142686843872";"";""
"cd.[100856]";"cd.[2004]";"-1.0";"";""
"cd.[100856]";"cd.[3710]";"-1.0";"";""
"cd.[100856]";"cd.[107734]";"0.7857142686843872";"";""
"cd.[100856]";"cd.[105349]";"-1.0";"";""
"cd.[100856]";"cd.[109651]";"-1.0";"";""
"cd.[100856]";"cd.[103997]";"-1.0";"";""
"cd.[101021]";"cd.[108429]";"-1.0";"";""
"cd.[101021]";"cd.[104099]";"-1.0";"";""
"cd.[101021]";"cd.[104289]";"-1.0";"";""
"cd.[101021]";"cd.[104310]";"0.6428571343421936";"";""
"cd.[101021]";"cd.[102831]";"-1.0";"";""
"cd.[100558]";"cd.[101021]";"-1.0";"";""
"cd.[101021]";"cd.[104117]";"0.3913043737411499";"";""
"cd.[100717]";"cd.[101021]";"-1.0";"";""
"cd.[101021]";"cd.[102514]";"-1.0";"";""
"cd.[101021]";"cd.[105076]";"-1.0";"";""
"cd.[101021]";"cd.[102670]";"-1.0";"";""
"cd.[101021]";"cd.[102477]";"-1.0";"";""
"cd.[101021]";"cd.[104872]";"-1.0";"";""
"cd.[101021]";"cd.[2004]";"-1.0";"";""
"cd.[101021]";"cd.[3710]";"-1.0";"";""
"cd.[101021]";"cd.[107734]";"-1.0";"";""
"cd.[101021]";"cd.[105349]";"-1.0";"";""
"cd.[101021]";"cd.[109651]";"-1.0";"";""
"cd.[101021]";"cd.[103997]";"-1.0";"";""
"cd.[104099]";"cd.[108429]";"-1.0";"";""
"cd.[104289]";"cd.[108429]";"-1.0";"";""
"cd.[104310]";"cd.[108429]";"-1.0";"";""
"cd.[102831]";"cd.[108429]";"-1.0";"";""
"cd.[100558]";"cd.[108429]";"0.699999988079071";"";""
"cd.[104117]";"cd.[108429]";"-1.0";"";""
"cd.[100717]";"cd.[108429]";"-1.0";"";""
"cd.[102514]";"cd.[108429]";"-1.0";"";""
"cd.[105076]";"cd.[108429]";"-1.0";"";""
"cd.[102670]";"cd.[108429]";"-1.0";"";""
"cd.[102477]";"cd.[108429]";"-1.0";"";""
"cd.[104872]";"cd.[108429]";"-1.0";"";""
"cd.[108429]";"cd.[2004]";"-1.0";"";""
"cd.[108429]";"cd.[3710]";"-1.0";"";""
"cd.[107734]";"cd.[108429]";"-1.0";"";""
"cd.[105349]";"cd.[108429]";"-1.0";"";""
"cd.[108429]";"cd.[109651]";"-1.0";"";""
"cd.[103997]";"cd.[108429]";"-1.0";"";""
"cd.[104099]";"cd.[104289]";"-1.0";"";""
"cd.[104099]";"cd.[104310]";"-1.0";"";""
"cd.[102831]";"cd.[104099]";"-1.0";"";""
"cd.[100558]";"cd.[104099]";"0.5";"";""
"cd.[104099]";"cd.[104117]";"0.7142857313156128";"";""
"cd.[100717]";"cd.[104099]";"-1.0";"";""
"cd.[102514]";"cd.[104099]";"-1.0";"";""
"cd.[104099]";"cd.[105076]";"-1.0";"";""
"cd.[102670]";"cd.[104099]";"-1.0";"";""
"cd.[102477]";"cd.[104099]";"-1.0";"";""
"cd.[104099]";"cd.[104872]";"-1.0";"";""
"cd.[104099]";"cd.[2004]";"-1.0";"";""
"cd.[104099]";"cd.[3710]";"-1.0";"";""
"cd.[104099]";"cd.[107734]";"-1.0";"";""
"cd.[104099]";"cd.[105349]";"-1.0";"";""
"cd.[104099]";"cd.[109651]";"-1.0";"";""
"cd.[103997]";"cd.[104099]";"-1.0";"";""
"cd.[104289]";"cd.[104310]";"-1.0";"";""
"cd.[102831]";"cd.[104289]";"-1.0";"";""
"cd.[100558]";"cd.[104289]";"-1.0";"";""
"cd.[104117]";"cd.[104289]";"-1.0";"";""
"cd.[100717]";"cd.[104289]";"-1.0";"";""
"cd.[102514]";"cd.[104289]";"-1.0";"";""
"cd.[104289]";"cd.[105076]";"-1.0";"";""
"cd.[102670]";"cd.[104289]";"-1.0";"";""
"cd.[102477]";"cd.[104289]";"-1.0";"";""
"cd.[104289]";"cd.[104872]";"-1.0";"";""
"cd.[104289]";"cd.[2004]";"-1.0";"";""
"cd.[104289]";"cd.[3710]";"-1.0";"";""
"cd.[104289]";"cd.[107734]";"-1.0";"";""
"cd.[104289]";"cd.[105349]";"-1.0";"";""
"cd.[104289]";"cd.[109651]";"-1.0";"";""
"cd.[103997]";"cd.[104289]";"0.9166666865348816";"";""
"cd.[102831]";"cd.[104310]";"-1.0";"";""
"cd.[100558]";"cd.[104310]";"0.8571428656578064";"";""
"cd.[104117]";"cd.[104310]";"-1.0";"";""
"cd.[100717]";"cd.[104310]";"0.800000011920929";"";""
"cd.[102514]";"cd.[104310]";"-1.0";"";""
"cd.[104310]";"cd.[105076]";"0.7857142686843872";"";""
"cd.[102670]";"cd.[104310]";"-1.0";"";""
"cd.[102477]";"cd.[104310]";"-1.0";"";""
"cd.[104310]";"cd.[104872]";"-1.0";"";""
"cd.[104310]";"cd.[2004]";"-1.0";"";""
"cd.[104310]";"cd.[3710]";"-1.0";"";""
"cd.[104310]";"cd.[107734]";"-1.0";"";""
"cd.[104310]";"cd.[105349]";"-1.0";"";""
"cd.[104310]";"cd.[109651]";"-1.0";"";""
"cd.[103997]";"cd.[104310]";"-1.0";"";""
"cd.[100558]";"cd.[102831]";"-1.0";"";""
"cd.[102831]";"cd.[104117]";"-1.0";"";""
"cd.[100717]";"cd.[102831]";"-1.0";"";""
"cd.[102514]";"cd.[102831]";"-1.0";"";""
"cd.[102831]";"cd.[105076]";"-1.0";"";""
"cd.[102670]";"cd.[102831]";"-1.0";"";""
"cd.[102477]";"cd.[102831]";"-1.0";"";""
"cd.[102831]";"cd.[104872]";"-1.0";"";""
"cd.[102831]";"cd.[2004]";"-1.0";"";""
"cd.[102831]";"cd.[3710]";"-1.0";"";""
"cd.[102831]";"cd.[107734]";"-1.0";"";""
"cd.[102831]";"cd.[105349]";"-1.0";"";""
"cd.[102831]";"cd.[109651]";"-1.0";"";""
"cd.[102831]";"cd.[103997]";"-1.0";"";""
"cd.[100558]";"cd.[104117]";"-1.0";"";""
"cd.[100558]";"cd.[100717]";"0.800000011920929";"";""
"cd.[100558]";"cd.[102514]";"-1.0";"";""
"cd.[100558]";"cd.[105076]";"-1.0";"";""
"cd.[100558]";"cd.[102670]";"-1.0";"";""
"cd.[100558]";"cd.[102477]";"-1.0";"";""
"cd.[100558]";"cd.[104872]";"-1.0";"";""
"cd.[100558]";"cd.[2004]";"-1.0";"";""
"cd.[100558]";"cd.[3710]";"-1.0";"";""
"cd.[100558]";"cd.[107734]";"-1.0";"";""
"cd.[100558]";"cd.[105349]";"-1.0";"";""
"cd.[100558]";"cd.[109651]";"-1.0";"";""
"cd.[100558]";"cd.[103997]";"-1.0";"";""
"cd.[100717]";"cd.[104117]";"-1.0";"";""
"cd.[102514]";"cd.[104117]";"-1.0";"";""
"cd.[104117]";"cd.[105076]";"-1.0";"";""
"cd.[102670]";"cd.[104117]";"-1.0";"";""
"cd.[102477]";"cd.[104117]";"-1.0";"";""
"cd.[104117]";"cd.[104872]";"-1.0";"";""
"cd.[104117]";"cd.[2004]";"-1.0";"";""
"cd.[104117]";"cd.[3710]";"-1.0";"";""
"cd.[104117]";"cd.[107734]";"-1.0";"";""
"cd.[104117]";"cd.[105349]";"-1.0";"";""
"cd.[104117]";"cd.[109651]";"-1.0";"";""
"cd.[103997]";"cd.[104117]";"-1.0";"";""
"cd.[100717]";"cd.[102514]";"-1.0";"";""
"cd.[100717]";"cd.[105076]";"-1.0";"";""
"cd.[100717]";"cd.[102670]";"-1.0";"";""
"cd.[100717]";"cd.[102477]";"-1.0";"";""
"cd.[100717]";"cd.[104872]";"-1.0";"";""
"cd.[100717]";"cd.[2004]";"-1.0";"";""
"cd.[100717]";"cd.[3710]";"-1.0";"";""
"cd.[100717]";"cd.[107734]";"0.6666666269302368";"";""
"cd.[100717]";"cd.[105349]";"-1.0";"";""
"cd.[100717]";"cd.[109651]";"-1.0";"";""
"cd.[100717]";"cd.[103997]";"-1.0";"";""
"cd.[102514]";"cd.[105076]";"-1.0";"";""
"cd.[102514]";"cd.[102670]";"-1.0";"";""
"cd.[102477]";"cd.[102514]";"0.7857142686843872";"";""
"cd.[102514]";"cd.[104872]";"-1.0";"";""
"cd.[102514]";"cd.[2004]";"-1.0";"";""
"cd.[102514]";"cd.[3710]";"-1.0";"";""
"cd.[102514]";"cd.[107734]";"-1.0";"";""
"cd.[102514]";"cd.[105349]";"-1.0";"";""
"cd.[102514]";"cd.[109651]";"-1.0";"";""
"cd.[102514]";"cd.[103997]";"-1.0";"";""
"cd.[102670]";"cd.[105076]";"-1.0";"";""
"cd.[102477]";"cd.[105076]";"-1.0";"";""
"cd.[104872]";"cd.[105076]";"-1.0";"";""
"cd.[105076]";"cd.[2004]";"-1.0";"";""
"cd.[105076]";"cd.[3710]";"-1.0";"";""
"cd.[105076]";"cd.[107734]";"0.9090908765792847";"";""
"cd.[105076]";"cd.[105349]";"-1.0";"";""
"cd.[105076]";"cd.[109651]";"-1.0";"";""
"cd.[103997]";"cd.[105076]";"-1.0";"";""
"cd.[102477]";"cd.[102670]";"-1.0";"";""
"cd.[102670]";"cd.[104872]";"-1.0";"";""
"cd.[102670]";"cd.[2004]";"-1.0";"";""
"cd.[102670]";"cd.[3710]";"-1.0";"";""
"cd.[102670]";"cd.[107734]";"0.5454545021057129";"";""
"cd.[102670]";"cd.[105349]";"-1.0";"";""
"cd.[102670]";"cd.[109651]";"-1.0";"";""
"cd.[102670]";"cd.[103997]";"-1.0";"";""
"cd.[102477]";"cd.[104872]";"0.8333333134651184";"";""
"cd.[102477]";"cd.[2004]";"-1.0";"";""
"cd.[102477]";"cd.[3710]";"-1.0";"";""
"cd.[102477]";"cd.[107734]";"-1.0";"";""
"cd.[102477]";"cd.[105349]";"-1.0";"";""
"cd.[102477]";"cd.[109651]";"0.45454543828964233";"";""
"cd.[102477]";"cd.[103997]";"-1.0";"";""
"cd.[104872]";"cd.[2004]";"-1.0";"";""
"cd.[104872]";"cd.[3710]";"-1.0";"";""
"cd.[104872]";"cd.[107734]";"0.8333333134651184";"";""
"cd.[104872]";"cd.[105349]";"-1.0";"";""
"cd.[104872]";"cd.[109651]";"-1.0";"";""
"cd.[103997]";"cd.[104872]";"-1.0";"";""
"cd.[2004]";"cd.[3710]";"1.0";"";""
"cd.[107734]";"cd.[2004]";"-1.0";"";""
"cd.[105349]";"cd.[2004]";"-1.0";"";""
"cd.[109651]";"cd.[2004]";"-1.0";"";""
"cd.[103997]";"cd.[2004]";"0.8333333134651184";"";""
"cd.[107734]";"cd.[3710]";"-1.0";"";""
"cd.[105349]";"cd.[3710]";"-1.0";"";""
"cd.[109651]";"cd.[3710]";"-1.0";"";""
"cd.[103997]";"cd.[3710]";"0.8333333134651184";"";""
"cd.[105349]";"cd.[107734]";"0.8181818127632141";"";""
"cd.[107734]";"cd.[109651]";"-1.0";"";""
"cd.[103997]";"cd.[107734]";"-1.0";"";""
"cd.[105349]";"cd.[109651]";"-1.0";"";""
"cd.[103997]";"cd.[105349]";"-1.0";"";""
"cd.[103997]";"cd.[109651]";"-1.0";"";""
"cd.[7653]";"cd.[7852]";"1.0";"";""
"cd.[7653]";"cd.[8029]";"1.0";"";""
"cd.[10383]";"cd.[7653]";"1.0";"";""
"cd.[10230]";"cd.[7653]";"0.8666666746139526";"";""
"cd.[6858]";"cd.[7653]";"0.8666666746139526";"";""
"cd.[7852]";"cd.[8029]";"1.0";"";""
"cd.[10383]";"cd.[7852]";"1.0";"";""
"cd.[10230]";"cd.[7852]";"0.8666666746139526";"";""
"cd.[6858]";"cd.[7852]";"0.8666666746139526";"";""
"cd.[10383]";"cd.[8029]";"1.0";"";""
"cd.[10230]";"cd.[8029]";"0.8666666746139526";"";""
"cd.[6858]";"cd.[8029]";"0.8666666746139526";"";""
"cd.[10230]";"cd.[10383]";"0.8666666746139526";"";""
"cd.[10383]";"cd.[6858]";"0.8666666746139526";"";""
"cd.[10230]";"cd.[6858]";"1.0";"";""
"cd.[10064]";"cd.[2819]";"1.0";"";""
"cd.[6314]";"cd.[8464]";"0.782608687877655";"";""
"cd.[4291]";"cd.[4905]";"1.0";"";""
"cd.[6722]";"cd.[7707]";"1.0";"";""
"cd.[3722]";"cd.[8453]";"1.0";"";""
"cd.[6719]";"cd.[8453]";"1.0";"";""
"cd.[3722]";"cd.[6719]";"1.0";"";""
"cd.[6562]";"cd.[8870]";"1.0";"";""
"cd.[7606]";"cd.[8538]";"1.0";"";""
"cd.[7671]";"cd.[8759]";"1.0";"";""
"cd.[5360]";"cd.[8430]";"0.9545454382896423";"";""
"cd.[7540]";"cd.[7542]";"0.20930230617523193";"";""
"cd.[7542]";"cd.[8823]";"0.3720930218696594";"";""
"cd.[7540]";"cd.[8823]";"0.6521738767623901";"";""
"cd.[7920]";"cd.[8494]";"0.75";"";""
"cd.[6382]";"cd.[7920]";"0.75";"";""
"cd.[6382]";"cd.[8494]";"1.0";"";""
"cd.[7794]";"cd.[8890]";"0.75";"";""
"cd.[8890]";"cd.[9063]";"1.0";"";""
"cd.[6802]";"cd.[8890]";"1.0";"";""
"cd.[7794]";"cd.[9063]";"0.75";"";""
"cd.[6802]";"cd.[7794]";"0.75";"";""
"cd.[6802]";"cd.[9063]";"1.0";"";""
"cd.[102024]";"cd.[102960]";"0.23076921701431274";"";""
"cd.[9348]";"cd.[9485]";"1.0";"";""
"cd.[5477]";"cd.[9076]";"0.9333333373069763";"";""
"cd.[5477]";"cd.[8368]";"0.8666666746139526";"";""
"cd.[8368]";"cd.[9076]";"0.9333333373069763";"";""
"cd.[5664]";"cd.[8717]";"1.0";"";""
"cd.[104610]";"cd.[105320]";"0.20454543828964233";"";""
"cd.[4419]";"cd.[7644]";"0.9375";"";""
"cd.[102361]";"cd.[103634]";"0.9032257795333862";"";""
"cd.[5731]";"cd.[8779]";"1.0";"";""
"cd.[7123]";"cd.[9038]";"0.8421052694320679";"";""
"cd.[101564]";"cd.[108252]";"0.9285714030265808";"";""
"cd.[7980]";"cd.[9790]";"0.9523809552192688";"";""
"cd.[7604]";"cd.[9790]";"0.8571428656578064";"";""
"cd.[7604]";"cd.[7980]";"0.9047619104385376";"";""
"cd.[4441]";"cd.[8151]";"0.7272727489471436";"";""
"cd.[3670]";"cd.[4441]";"0.875";"";""
"cd.[4441]";"cd.[7515]";"1.0";"";""
"cd.[3670]";"cd.[8151]";"0.6363636255264282";"";""
"cd.[7515]";"cd.[8151]";"0.7272727489471436";"";""
"cd.[3670]";"cd.[7515]";"0.875";"";""
"cd.[7161]";"cd.[8131]";"1.0";"";""
"cd.[2813]";"cd.[3155]";"1.0";"";""
"cd.[105956]";"cd.[108216]";"-1.0";"";""
"cd.[103830]";"cd.[105956]";"-1.0";"";""
"cd.[102987]";"cd.[105956]";"0.4444444179534912";"";""
"cd.[104167]";"cd.[105956]";"-1.0";"";""
"cd.[104396]";"cd.[105956]";"-1.0";"";""
"cd.[100446]";"cd.[105956]";"-1.0";"";""
"cd.[101480]";"cd.[105956]";"-1.0";"";""
"cd.[100054]";"cd.[105956]";"0.7777777910232544";"";""
"cd.[104418]";"cd.[105956]";"-1.0";"";""
"cd.[102120]";"cd.[105956]";"0.4444444179534912";"";""
"cd.[101502]";"cd.[105956]";"-1.0";"";""
"cd.[103056]";"cd.[105956]";"-1.0";"";""
"cd.[105956]";"cd.[107779]";"-1.0";"";""
"cd.[105156]";"cd.[105956]";"-1.0";"";""
"cd.[105956]";"cd.[107521]";"-1.0";"";""
"cd.[103830]";"cd.[108216]";"-1.0";"";""
"cd.[102987]";"cd.[108216]";"-1.0";"";""
"cd.[104167]";"cd.[108216]";"-1.0";"";""
"cd.[104396]";"cd.[108216]";"-1.0";"";""
"cd.[100446]";"cd.[108216]";"-1.0";"";""
"cd.[101480]";"cd.[108216]";"-1.0";"";""
"cd.[100054]";"cd.[108216]";"-1.0";"";""
"cd.[104418]";"cd.[108216]";"-1.0";"";""
"cd.[102120]";"cd.[108216]";"-1.0";"";""
"cd.[101502]";"cd.[108216]";"-1.0";"";""
"cd.[103056]";"cd.[108216]";"0.5714285373687744";"";""
"cd.[107779]";"cd.[108216]";"-1.0";"";""
"cd.[105156]";"cd.[108216]";"-1.0";"";""
"cd.[107521]";"cd.[108216]";"-1.0";"";""
"cd.[102987]";"cd.[103830]";"-1.0";"";""
"cd.[103830]";"cd.[104167]";"-1.0";"";""
"cd.[103830]";"cd.[104396]";"0.3333333134651184";"";""
"cd.[100446]";"cd.[103830]";"-1.0";"";""
"cd.[101480]";"cd.[103830]";"-1.0";"";""
"cd.[100054]";"cd.[103830]";"-1.0";"";""
"cd.[103830]";"cd.[104418]";"-1.0";"";""
"cd.[102120]";"cd.[103830]";"-1.0";"";""
"cd.[101502]";"cd.[103830]";"0.375";"";""
"cd.[103056]";"cd.[103830]";"-1.0";"";""
"cd.[103830]";"cd.[107779]";"-1.0";"";""
"cd.[103830]";"cd.[105156]";"-1.0";"";""
"cd.[103830]";"cd.[107521]";"0.375";"";""
"cd.[102987]";"cd.[104167]";"0.25";"";""
"cd.[102987]";"cd.[104396]";"0.8888888955116272";"";""
"cd.[100446]";"cd.[102987]";"-1.0";"";""
"cd.[101480]";"cd.[102987]";"-1.0";"";""
"cd.[100054]";"cd.[102987]";"-1.0";"";""
"cd.[102987]";"cd.[104418]";"-1.0";"";""
"cd.[102120]";"cd.[102987]";"0.875";"";""
"cd.[101502]";"cd.[102987]";"-1.0";"";""
"cd.[102987]";"cd.[103056]";"-1.0";"";""
"cd.[102987]";"cd.[107779]";"-1.0";"";""
"cd.[102987]";"cd.[105156]";"-1.0";"";""
"cd.[102987]";"cd.[107521]";"0.75";"";""
"cd.[104167]";"cd.[104396]";"-1.0";"";""
"cd.[100446]";"cd.[104167]";"-1.0";"";""
"cd.[101480]";"cd.[104167]";"-1.0";"";""
"cd.[100054]";"cd.[104167]";"-1.0";"";""
"cd.[104167]";"cd.[104418]";"-1.0";"";""
"cd.[102120]";"cd.[104167]";"-1.0";"";""
"cd.[101502]";"cd.[104167]";"-1.0";"";""
"cd.[103056]";"cd.[104167]";"-1.0";"";""
"cd.[104167]";"cd.[107779]";"-1.0";"";""
"cd.[104167]";"cd.[105156]";"-1.0";"";""
"cd.[104167]";"cd.[107521]";"0.2857142686843872";"";""
"cd.[100446]";"cd.[104396]";"-1.0";"";""
"cd.[101480]";"cd.[104396]";"-1.0";"";""
"cd.[100054]";"cd.[104396]";"-1.0";"";""
"cd.[104396]";"cd.[104418]";"-1.0";"";""
"cd.[102120]";"cd.[104396]";"-1.0";"";""
"cd.[101502]";"cd.[104396]";"0.7777777910232544";"";""
"cd.[103056]";"cd.[104396]";"-1.0";"";""
"cd.[104396]";"cd.[107779]";"0.5714285373687744";"";""
"cd.[104396]";"cd.[105156]";"-1.0";"";""
"cd.[104396]";"cd.[107521]";"0.6666666269302368";"";""
"cd.[100446]";"cd.[101480]";"0.8260869383811951";"";""
"cd.[100054]";"cd.[100446]";"0.6521738767623901";"";""
"cd.[100446]";"cd.[104418]";"-1.0";"";""
"cd.[100446]";"cd.[102120]";"-1.0";"";""
"cd.[100446]";"cd.[101502]";"-1.0";"";""
"cd.[100446]";"cd.[103056]";"0.5652173757553101";"";""
"cd.[100446]";"cd.[107779]";"-1.0";"";""
"cd.[100446]";"cd.[105156]";"-1.0";"";""
"cd.[100446]";"cd.[107521]";"-1.0";"";""
"cd.[100054]";"cd.[101480]";"0.6363636255264282";"";""
"cd.[101480]";"cd.[104418]";"-1.0";"";""
"cd.[101480]";"cd.[102120]";"-1.0";"";""
"cd.[101480]";"cd.[101502]";"-1.0";"";""
"cd.[101480]";"cd.[103056]";"-1.0";"";""
"cd.[101480]";"cd.[107779]";"-1.0";"";""
"cd.[101480]";"cd.[105156]";"-1.0";"";""
"cd.[101480]";"cd.[107521]";"-1.0";"";""
"cd.[100054]";"cd.[104418]";"-1.0";"";""
"cd.[100054]";"cd.[102120]";"-1.0";"";""
"cd.[100054]";"cd.[101502]";"-1.0";"";""
"cd.[100054]";"cd.[103056]";"0.8666666746139526";"";""
"cd.[100054]";"cd.[107779]";"-1.0";"";""
"cd.[100054]";"cd.[105156]";"-1.0";"";""
"cd.[100054]";"cd.[107521]";"-1.0";"";""
"cd.[102120]";"cd.[104418]";"-1.0";"";""
"cd.[101502]";"cd.[104418]";"-1.0";"";""
"cd.[103056]";"cd.[104418]";"-1.0";"";""
"cd.[104418]";"cd.[107779]";"-1.0";"";""
"cd.[104418]";"cd.[105156]";"-1.0";"";""
"cd.[104418]";"cd.[107521]";"0.5454545021057129";"";""
"cd.[101502]";"cd.[102120]";"-1.0";"";""
"cd.[102120]";"cd.[103056]";"-1.0";"";""
"cd.[102120]";"cd.[107779]";"-1.0";"";""
"cd.[102120]";"cd.[105156]";"0.4444444179534912";"";""
"cd.[102120]";"cd.[107521]";"-1.0";"";""
"cd.[101502]";"cd.[103056]";"-1.0";"";""
"cd.[101502]";"cd.[107779]";"-1.0";"";""
"cd.[101502]";"cd.[105156]";"-1.0";"";""
"cd.[101502]";"cd.[107521]";"0.8571428656578064";"";""
"cd.[103056]";"cd.[107779]";"-1.0";"";""
"cd.[103056]";"cd.[105156]";"-1.0";"";""
"cd.[103056]";"cd.[107521]";"-1.0";"";""
"cd.[105156]";"cd.[107779]";"-1.0";"";""
"cd.[107521]";"cd.[107779]";"-1.0";"";""
"cd.[105156]";"cd.[107521]";"-1.0";"";""
"cd.[7061]";"cd.[7469]";"1.0";"";""
"cd.[3086]";"cd.[3215]";"1.0";"";""
"cd.[5835]";"cd.[9278]";"1.0";"";""
"cd.[102629]";"cd.[105682]";"0.1666666865348816";"";""
"cd.[5921]";"cd.[8423]";"1.0";"";""
"cd.[1858]";"cd.[9637]";"1.0";"";""
"cd.[5988]";"cd.[8859]";"1.0";"";""
"cd.[108362]";"cd.[108392]";"0.2666666507720947";"";""
"cd.[6358]";"cd.[9694]";"1.0";"";""
"cd.[5010]";"cd.[5205]";"0.9166666865348816";"";""
"cd.[100170]";"cd.[100358]";"0.8666666746139526";"";""
"cd.[100358]";"cd.[103646]";"0.19999998807907104";"";""
"cd.[100170]";"cd.[103646]";"0.1428571343421936";"";""
"cd.[7094]";"cd.[9189]";"1.0";"";""
"cd.[2440]";"cd.[5443]";"1.0";"";""
"cd.[2781]";"cd.[9669]";"1.0";"";""
"cd.[4508]";"cd.[9662]";"1.0";"";""
"cd.[5025]";"cd.[9863]";"0.8999999761581421";"";""
"cd.[8114]";"cd.[8659]";"1.0";"";""
"cd.[4297]";"cd.[4306]";"1.0";"";""
"cd.[4297]";"cd.[8636]";"1.0";"";""
"cd.[4306]";"cd.[8636]";"1.0";"";""
"cd.[7199]";"cd.[8683]";"0.29545456171035767";"";""
"cd.[4178]";"cd.[7199]";"1.0";"";""
"cd.[4178]";"cd.[8683]";"0.29545456171035767";"";""
"cd.[102760]";"cd.[103339]";"0.1836734414100647";"";""
"cd.[8306]";"cd.[8663]";"1.0";"";""
"cd.[8274]";"cd.[8805]";"1.0";"";""
"cd.[8630]";"cd.[8805]";"0.6969696879386902";"";""
"cd.[8274]";"cd.[8630]";"0.6969696879386902";"";""
"cd.[2807]";"cd.[7064]";"1.0";"";""
"cd.[6316]";"cd.[7311]";"1.0";"";""
"cd.[4490]";"cd.[7121]";"1.0";"";""
"cd.[7363]";"cd.[8118]";"0.9090908765792847";"";""
"cd.[6922]";"cd.[9161]";"0.800000011920929";"";""
"cd.[10314]";"cd.[2427]";"0.9473684430122375";"";""
"cd.[10314]";"cd.[8640]";"1.0";"";""
"cd.[2427]";"cd.[8640]";"0.9473684430122375";"";""
"cd.[9614]";"cd.[9678]";"1.0";"";""
"cd.[5830]";"cd.[8888]";"0.6415094137191772";"";""
"cd.[3159]";"cd.[9969]";"0.9791666865348816";"";""
"cd.[3678]";"cd.[4266]";"1.0";"";""
"cd.[4266]";"cd.[6690]";"1.0";"";""
"cd.[3678]";"cd.[6690]";"1.0";"";""
"cd.[8919]";"cd.[9083]";"1.0";"";""
"cd.[7859]";"cd.[9798]";"0.9230769276618958";"";""
"cd.[5392]";"cd.[9486]";"1.0";"";""
"cd.[7037]";"cd.[7237]";"0.9117646813392639";"";""
"cd.[4676]";"cd.[8097]";"0.529411792755127";"";""
"cd.[4676]";"cd.[5746]";"0.2857142686843872";"";""
"cd.[5746]";"cd.[8097]";"-1.0";"";""
"cd.[103100]";"cd.[106275]";"-1.0";"";""
"cd.[106275]";"cd.[106684]";"0.3333333134651184";"";""
"cd.[103100]";"cd.[106684]";"0.5714285373687744";"";""
"cd.[11530]";"cd.[5099]";"1.0";"";""
