"First Object";"Second Object";"Similarity Value";"First Object Data";"Second Object Data"
"cd.[9327]";"cd.[9412]";"1.0";"";""
"cd.[6740]";"cd.[9193]";"1.0";"";""
"cd.[7061]";"cd.[7469]";"1.0";"";""
"cd.[3086]";"cd.[3215]";"1.0";"";""
"cd.[5835]";"cd.[9278]";"1.0";"";""
"cd.[5921]";"cd.[8423]";"1.0";"";""
"cd.[7361]";"cd.[7750]";"1.0";"";""
"cd.[8265]";"cd.[9149]";"1.0";"";""
"cd.[1858]";"cd.[9637]";"1.0";"";""
"cd.[5988]";"cd.[8859]";"1.0";"";""
"cd.[6944]";"cd.[9868]";"0.9642857015132904";"";""
"cd.[6358]";"cd.[9694]";"0.9615384638309479";"";""
"cd.[8311]";"cd.[8312]";"1.0";"";""
"cd.[8344]";"cd.[9229]";"1.0";"";""
"cd.[7094]";"cd.[9189]";"1.0";"";""
"cd.[2440]";"cd.[5443]";"1.0";"";""
"cd.[2781]";"cd.[9669]";"1.0";"";""
"cd.[4508]";"cd.[9662]";"1.0";"";""
"cd.[8114]";"cd.[8659]";"1.0";"";""
"cd.[3539]";"cd.[4190]";"0.96875";"";""
"cd.[4348]";"cd.[7170]";"0.9130434691905975";"";""
"cd.[8668]";"cd.[8843]";"1.0";"";""
"cd.[3356]";"cd.[6955]";"1.0";"";""
"cd.[8306]";"cd.[8663]";"1.0";"";""
"cd.[2807]";"cd.[7064]";"1.0";"";""
"cd.[10314]";"cd.[2427]";"0.9424342215061188";"";""
"cd.[10314]";"cd.[8640]";"1.0";"";""
"cd.[2427]";"cd.[8640]";"0.9424342215061188";"";""
"cd.[3529]";"cd.[4114]";"0.9761904776096344";"";""
"cd.[6316]";"cd.[7311]";"1.0";"";""
"cd.[7363]";"cd.[8118]";"0.9545454382896423";"";""
"cd.[9614]";"cd.[9678]";"1.0";"";""
"cd.[2406]";"cd.[7291]";"1.0";"";""
"cd.[3159]";"cd.[9969]";"0.9895833432674408";"";""
"cd.[4292]";"cd.[8795]";"1.0";"";""
"cd.[3678]";"cd.[4266]";"1.0";"";""
"cd.[4266]";"cd.[6690]";"1.0";"";""
"cd.[3678]";"cd.[6690]";"1.0";"";""
"cd.[2577]";"cd.[2581]";"0.9666666686534882";"";""
"cd.[4481]";"cd.[6716]";"1.0";"";""
"cd.[8919]";"cd.[9083]";"1.0";"";""
"cd.[7859]";"cd.[9798]";"0.9615384638309479";"";""
"cd.[7037]";"cd.[7237]";"0.920998603105545";"";""
"cd.[100170]";"cd.[100358]";"0.9000000059604645";"";""
"cd.[4441]";"cd.[7515]";"1.0";"";""
"cd.[100198]";"cd.[106489]";"1.0";"";""
"cd.[10253]";"cd.[10368]";"1.0";"";""
"cd.[4108]";"cd.[7977]";"1.0";"";""
"cd.[11530]";"cd.[5099]";"1.0";"";""
"cd.[8274]";"cd.[8805]";"1.0";"";""
"cd.[9713]";"cd.[9738]";"1.0";"";""
"cd.[6382]";"cd.[8494]";"1.0";"";""
"cd.[5324]";"cd.[7847]";"1.0";"";""
"cd.[10061]";"cd.[3517]";"0.9722222089767456";"";""
"cd.[7134]";"cd.[9695]";"1.0";"";""
"cd.[10301]";"cd.[6246]";"0.9285714328289032";"";""
"cd.[4178]";"cd.[7199]";"1.0";"";""
"cd.[2187]";"cd.[2418]";"1.0";"";""
"cd.[3096]";"cd.[3123]";"1.0";"";""
"cd.[5238]";"cd.[8297]";"0.9423076808452606";"";""
"cd.[6663]";"cd.[6665]";"0.9545454382896423";"";""
"cd.[5394]";"cd.[5418]";"1.0";"";""
"cd.[4895]";"cd.[9209]";"0.9285714328289032";"";""
"cd.[10652]";"cd.[9640]";"1.0";"";""
"cd.[2004]";"cd.[3710]";"1.0";"";""
"cd.[4613]";"cd.[6116]";"0.97826087474823";"";""
"cd.[5912]";"cd.[8949]";"1.0";"";""
"cd.[8778]";"cd.[9060]";"1.0";"";""
"cd.[2619]";"cd.[6174]";"0.9375";"";""
"cd.[10107]";"cd.[7341]";"1.0";"";""
"cd.[7918]";"cd.[9172]";"1.0";"";""
"cd.[10449]";"cd.[6162]";"1.0";"";""
"cd.[2571]";"cd.[9019]";"1.0";"";""
"cd.[3931]";"cd.[5754]";"1.0";"";""
"cd.[6568]";"cd.[9557]";"1.0";"";""
"cd.[6737]";"cd.[7722]";"1.0";"";""
"cd.[7404]";"cd.[7405]";"1.0";"";""
"cd.[102666]";"cd.[105709]";"0.9488491117954254";"";""
"cd.[2957]";"cd.[3106]";"1.0";"";""
"cd.[4384]";"cd.[5657]";"1.0";"";""
"cd.[9588]";"cd.[9811]";"0.9375";"";""
"cd.[2252]";"cd.[4733]";"1.0";"";""
