id;elemento1;elemento2;title;artist;track01;track02;track03;duplicata
45;11531;3134;0.09090906381607056;1.0;1.0;1.0;1.0;true
46;3134;6210;0.1111111044883728;0.1111111044883728;1.0;1.0;1.0;true
47;11531;6210;0.0;0.1111111044883728;1.0;1.0;1.0;true
48;5731;8779;1.0;1.0;1.0;1.0;1.0;true
49;7980;9790;0.9411764740943909;1.0;0.9375;0.9523809552192688;0.7200000286102295;true
50;7604;9790;0.8823529481887817;1.0;0.875;0.8571428656578064;0.6000000238418579;true
51;7161;8131;0.8888888955116272;1.0;1.0;1.0;1.0;true
52;2813;3155;0.9090908765792847;1.0;0.9523809552192688;1.0;1.0;true
53;5835;9278;1.0;0.8333333134651184;1.0;1.0;1.0;true
54;6358;9694;0.95652174949646;1.0;0.9230769276618958;1.0;1.0;true
55;7094;9189;0.8181818127632141;1.0;1.0;1.0;1.0;true
56;2139;3296;0.6842105388641357;1.0;0.8333333134651184;0.8421052694320679;0.9230769276618958;true
57;2440;5443;1.0;1.0;1.0;1.0;0.949999988079071;true
58;4508;9662;1.0;1.0;1.0;1.0;0.9629629850387573;true
59;5025;9863;0.8999999761581421;1.0;0.75;0.8999999761581421;0.8888888955116272;true
60;4297;8636;1.0;1.0;1.0;1.0;0.8888888955116272;true
61;4306;8636;1.0;1.0;1.0;1.0;0.8888888955116272;true
62;2807;7064;0.9230769276618958;1.0;1.0;1.0;1.0;true
63;3159;9969;1.0;1.0;1.0;0.9791666865348816;0.9736841917037964;true
64;4266;6690;1.0;1.0;1.0;1.0;1.0;true
65;3678;6690;1.0;1.0;1.0;1.0;1.0;true
66;7859;9798;1.0;1.0;1.0;0.9230769276618958;0.8421052694320679;true
67;6354;8424;0.3333333134651184;1.0;1.0;0.9333333373069763;1.0;true
68;7037;7237;0.8888888955116272;1.0;0.9302325248718262;0.9117646813392639;1.0;true
69;11530;5099;1.0;1.0;1.0;1.0;0.8055555820465088;true
70;6944;7731;0.44117647409439087;0.800000011920929;0.800000011920929;0.9285714030265808;0.9166666865348816;true
71;7731;9868;0.44117647409439087;0.800000011920929;0.800000011920929;0.8571428656578064;0.8333333134651184;true
72;6944;9868;1.0;1.0;1.0;0.9285714030265808;0.9166666865348816;true
73;10361;6761;0.8888888955116272;1.0;0.699999988079071;0.6666666269302368;0.7647058963775635;true
74;5426;6761;0.6666666269302368;1.0;0.699999988079071;0.6666666269302368;0.7647058963775635;true
75;6761;7869;0.6666666269302368;1.0;0.699999988079071;0.6666666269302368;0.8235294222831726;true
76;10361;5426;0.7777777910232544;1.0;1.0;1.0;1.0;true
77;10361;7869;0.7777777910232544;1.0;1.0;1.0;0.9285714030265808;true
78;5426;7869;1.0;1.0;1.0;1.0;0.9285714030265808;true
79;5324;7847;1.0;1.0;1.0;1.0;0.875;true
80;10301;6246;1.0;1.0;1.0;0.8571428656578064;1.0;true
81;5238;8297;0.9090908765792847;1.0;1.0;0.8846153616905212;1.0;true
82;3395;5122;0.27586209774017334;0.6206896305084229;1.0;1.0;1.0;true
83;4895;9209;1.0;1.0;1.0;0.8571428656578064;0.7272727489471436;true
84;10652;9640;1.0;1.0;1.0;1.0;1.0;true
85;5912;8949;1.0;1.0;1.0;1.0;1.0;true
86;10449;6162;1.0;0.75;1.0;1.0;1.0;true
87;2571;9019;1.0;1.0;1.0;1.0;1.0;true
88;6568;9557;1.0;1.0;1.0;1.0;1.0;true
89;3757;6377;0.7307692170143127;1.0;0.800000011920929;0.8421052694320679;1.0;true
90;2427;8640;0.9375;1.0;0.9375;0.9473684430122375;1.0;true
91;4586;7633;0.9411764740943909;1.0;1.0;0.9090908765792847;0.6000000238418579;true
92;10240;7367;1.0;1.0;0.9333333373069763;1.0;1.0;true
93;3192;7923;1.0;1.0;0.8999999761581421;1.0;1.0;true
94;4395;8725;1.0;1.0;0.8888888955116272;0.9333333373069763;1.0;true
95;10312;9807;0.3333333134651184;0.5555555820465088;1.0;1.0;1.0;true
96;11423;11538;0.3103448152542114;1.0;1.0;0.9599999785423279;1.0;true
97;6506;6952;0.6829268336296082;0.75;0.8095238208770752;0.7599999904632568;0.800000011920929;true
98;6102;9115;1.0;0.7777777910232544;1.0;1.0;0.9523809552192688;true
99;7525;8995;1.0;1.0;0.625;0.8999999761581421;0.8571428656578064;true
100;4843;8794;1.0;1.0;1.0;0.8666666746139526;1.0;true
101;5185;7072;0.9599999785423279;0.8999999761581421;1.0;0.0;1.0;true
102;10119;7664;0.07142859697341919;1.0;0.9047619104385376;0.875;1.0;true
103;10320;7581;0.6499999761581421;1.0;0.9200000166893005;0.8666666746139526;1.0;true
104;1884;9542;0.5357142686843872;0.4285714030265808;0.7777777910232544;0.90625;0.7692307829856873;true
105;6740;9193;0.9230769276618958;1.0;1.0;1.0;0.8235294222831726;true
106;10000;8664;1.0;0.9333333373069763;0.875;0.7777777910232544;0.8285714387893677;true
107;7361;7750;1.0;1.0;1.0;1.0;1.0;true
108;8265;9149;1.0;1.0;1.0;1.0;1.0;true
109;6992;7802;0.761904776096344;1.0;0.7333333492279053;1.0;0.5882352590560913;true
110;2823;4684;0.9411764740943909;1.0;0.8421052694320679;0.8333333134651184;0.8947368264198303;true
111;6919;8060;0.8333333134651184;0.875;1.0;1.0;1.0;true
112;4348;7170;0.9047619104385376;1.0;0.8260869383811951;1.0;1.0;true
113;3356;6955;1.0;1.0;1.0;1.0;0.9411764740943909;true
114;3792;8891;0.95652174949646;1.0;0.800000011920929;0.8333333134651184;0.7692307829856873;true
115;4184;6950;0.9375;0.8571428656578064;0.75;0.8888888955116272;0.3333333134651184;true
116;3383;6969;0.9545454382896423;1.0;0.800000011920929;0.9642857313156128;0.9333333373069763;true
117;1818;7075;0.7058823108673096;0.800000011920929;0.75;0.75;0.7352941036224365;true
118;2577;2581;1.0;1.0;1.0;0.9333333373069763;0.1666666865348816;true
119;4481;6716;1.0;1.0;1.0;1.0;1.0;true
120;2771;5458;0.3571428656578064;0.9166666865348816;0.9583333134651184;1.0;1.0;true
121;100170;100358;1.0;1.0;0.9333333373069763;0.8666666746139526;0.8666666746139526;false
122;10293;7599;0.7142857313156128;1.0;0.6363636255264282;0.7692307829856873;0.1764705777168274;true
123;100198;106489;1.0;1.0;1.0;1.0;1.0;false
124;5204;7514;0.2083333134651184;1.0;1.0;1.0;0.8235294222831726;true
125;11006;11008;0.08695650100708008;1.0;1.0;1.0;1.0;true
126;4108;7977;0.8846153616905212;0.875;1.0;1.0;1.0;true
127;11455;5289;1.0;1.0;0.7647058963775635;0.692307710647583;0.4285714030265808;true
128;10061;3517;1.0;1.0;0.9444444179534912;1.0;0.8999999761581421;true
129;5542;6695;0.7894736528396606;1.0;0.9166666865348816;1.0;1.0;true
130;5394;5418;1.0;0.9375;1.0;1.0;1.0;true
131;2890;2891;0.21052628755569458;1.0;1.0;1.0;1.0;true
132;2619;6174;1.0;1.0;0.875;1.0;1.0;true
133;10107;7341;1.0;1.0;1.0;1.0;0.9714285731315613;true
134;2188;8063;0.8999999761581421;0.8333333134651184;1.0;1.0;1.0;true
135;2026;4601;0.13636362552642822;1.0;1.0;1.0;1.0;true
136;2317;4988;0.75;0.8571428656578064;0.800000011920929;0.9090908765792847;1.0;true
137;109608;109714;0.4848484992980957;1.0;0.20512819290161133;0.7083333730697632;0.7567567825317383;false
138;107994;108153;0.3333333134651184;0.2799999713897705;0.22857141494750977;0.260869562625885;0.19999998807907104;false
139;6562;8870;0.75;0.800000011920929;1.0;1.0;1.0;true
140;5780;5782;0.1666666865348816;0.75;1.0;1.0;1.0;true
141;4588;4774;1.0;0.1428571343421936;0.6666666269302368;0.25;0.0;true
142;8630;8805;1.0;1.0;0.6296296119689941;0.6969696879386902;0.6071428656578064;true
143;8274;8630;1.0;1.0;0.6296296119689941;0.6969696879386902;0.6071428656578064;true
144;4490;7121;1.0;1.0;0.3333333134651184;1.0;0.20967739820480347;true
145;4384;5657;1.0;1.0;1.0;1.0;1.0;true
146;100810;105094;0.5;0.3333333134651184;0.2142857313156128;1.0;1.0;false
147;2366;2367;0.8500000238418579;1.0;0.7333333492279053;0.8999999761581421;0.8999999761581421;true
148;7201;8536;1.0;1.0;1.0;1.0;1.0;true
149;109296;109299;0.2124999761581421;0.3965517282485962;0.849056601524353;0.8510638475418091;0.6833333373069763;false
150;4975;5889;1.0;1.0;1.0;0.8333333134651184;1.0;true
151;3670;4441;1.0;1.0;0.8695652484893799;0.875;0.800000011920929;true
152;6858;7852;0.9230769276618958;0.9090908765792847;1.0;0.8666666746139526;0.875;true
153;6858;8029;0.9230769276618958;0.9090908765792847;1.0;0.8666666746139526;0.875;true
154;6314;8464;1.0;1.0;0.8947368264198303;0.782608687877655;0.9032257795333862;true
155;7542;8823;1.0;1.0;1.0;0.3720930218696594;0.8333333134651184;true
156;7920;8494;0.9333333373069763;0.8571428656578064;1.0;0.75;1.0;true
157;6382;7920;1.0;1.0;1.0;0.75;1.0;true
158;6382;8494;0.9333333373069763;0.8571428656578064;1.0;1.0;1.0;true
159;7794;9063;0.9166666865348816;1.0;0.9142857193946838;0.75;0.9166666865348816;true
160;6802;7794;0.9166666865348816;1.0;0.9142857193946838;0.75;0.9166666865348816;true
161;9348;9485;1.0;0.875;1.0;1.0;0.9411764740943909;true
162;8368;9076;1.0;1.0;1.0;0.9333333373069763;1.0;true
163;102361;103634;1.0;1.0;0.9032257795333862;0.9032257795333862;0.9032257795333862;false
164;7123;9038;1.0;1.0;1.0;0.8421052694320679;0.7857142686843872;true
165;7604;7980;0.9411764740943909;1.0;0.9375;0.9047619104385376;0.695652186870575;true
166;5010;5205;1.0;0.3888888955116272;0.8421052694320679;0.9166666865348816;0.8125;true
167;1838;7934;0.699999988079071;0.800000011920929;1.0;0.523809552192688;1.0;true
168;7363;8118;1.0;1.0;1.0;0.9090908765792847;0.7058823108673096;true
169;6922;9161;1.0;1.0;0.8181818127632141;0.800000011920929;0.7142857313156128;true
170;8260;8445;0.5909091234207153;1.0;0.8125;0.8500000238418579;0.8235294222831726;true
171;6663;6665;1.0;1.0;0.9090908765792847;1.0;1.0;true
172;6756;8537;0.8333333134651184;0.19999998807907104;1.0;0.9285714030265808;1.0;true
173;7192;7778;0.307692289352417;1.0;1.0;1.0;1.0;true
174;7622;8349;1.0;1.0;0.9285714030265808;0.8235294222831726;0.9545454382896423;true
175;6948;7365;0.9599999785423279;1.0;1.0;0.9047619104385376;1.0;true
176;7288;7483;1.0;0.6111111044883728;1.0;1.0;1.0;true
177;6925;6926;0.9166666865348816;1.0;1.0;1.0;0.9655172228813171;true
178;9333;9450;0.9375;1.0;1.0;1.0;1.0;true
179;8609;9130;1.0;0.800000011920929;1.0;1.0;1.0;true
180;11150;8901;1.0;0.8636363744735718;1.0;1.0;1.0;true
181;9421;9489;1.0;1.0;1.0;0.8999999761581421;1.0;true
182;9327;9412;1.0;0.4193548560142517;1.0;1.0;0.6499999761581421;true
183;8344;9229;0.8333333134651184;1.0;1.0;1.0;1.0;true
184;8364;8526;0.5833333730697632;1.0;0.9285714030265808;1.0;1.0;true
185;3539;4190;1.0;1.0;1.0;0.9375;1.0;true
186;4145;4886;0.8181818127632141;0.7142857313156128;1.0;1.0;1.0;true
187;3529;4114;1.0;1.0;1.0;0.9523809552192688;1.0;true
188;2406;7291;1.0;0.949999988079071;1.0;1.0;0.8823529481887817;true
189;4613;6116;0.95652174949646;1.0;0.95652174949646;1.0;1.0;true
190;9588;9811;1.0;1.0;1.0;0.875;1.0;true
191;4709;4710;1.0;1.0;0.375;0.9333333373069763;0.3125;true
192;7344;8291;1.0;1.0;0.7894736528396606;0.875;0.800000011920929;true
193;6547;6741;1.0;1.0;0.9285714030265808;0.800000011920929;0.8571428656578064;true
194;2187;2418;1.0;1.0;1.0;1.0;1.0;true
195;2004;3710;1.0;1.0;1.0;1.0;1.0;true
196;1858;9637;1.0;1.0;1.0;1.0;1.0;true
197;106803;107918;0.30000001192092896;1.0;1.0;1.0;1.0;false
198;105016;107434;0.05660378932952881;0.7222222089767456;1.0;1.0;0.3333333134651184;false
199;109053;109245;0.13793104887008667;1.0;1.0;1.0;1.0;false
200;109532;109725;0.14814811944961548;1.0;0.8999999761581421;0.8888888955116272;0.1904761791229248;false
201;103350;104042;0.1785714030265808;0.9090908765792847;0.9166666865348816;0.8421052694320679;0.8823529481887817;false
202;10785;10833;0.0;1.0;1.0;0.8999999761581421;1.0;true
203;102670;104343;0.7058823108673096;0.8666666746139526;1.0;1.0;0.949999988079071;false
204;10314;2427;0.9375;0.7333333492279053;0.9375;0.9473684430122375;1.0;true
205;10314;8640;1.0;0.7333333492279053;1.0;1.0;1.0;true
206;3096;3123;0.9523809552192688;0.8095238208770752;1.0;1.0;0.96875;true
207;104099;109749;0.7142857313156128;0.8947368264198303;1.0;0.7142857313156128;0.6000000238418579;false
208;100856;105076;0.8333333134651184;0.6875;0.9090908765792847;0.7857142686843872;0.4166666865348816;false
209;100856;102477;0.6875;0.625;0.6363636255264282;0.7857142686843872;0.75;false
210;100856;105098;0.75;0.5;0.8181818127632141;0.5;0.5;false
211;100856;103398;0.9230769276618958;0.4375;0.7272727489471436;0.5714285373687744;0.75;false
212;100856;104872;0.8571428656578064;0.75;0.8181818127632141;0.7857142686843872;0.7058823108673096;false
213;100856;107734;0.9166666865348816;0.6875;0.9090908765792847;0.7857142686843872;0.5833333730697632;false
214;100856;104310;0.9166666865348816;0.875;0.47826087474823;0.8571428656578064;0.8333333134651184;false
215;100856;105349;0.8333333134651184;0.375;0.8181818127632141;0.7857142686843872;0.75;false
216;100558;100856;0.9166666865348816;0.8823529481887817;0.5454545021057129;0.8571428656578064;0.75;false
217;100717;100856;1.0;0.875;0.36666667461395264;0.800000011920929;0.8333333134651184;false
218;100856;107056;0.8571428656578064;0.5;0.6363636255264282;0.5714285373687744;0.6666666269302368;false
219;102477;105076;0.625;0.8181818127632141;0.6363636255264282;0.9090908765792847;0.3125;false
220;105076;105098;0.6875;0.7272727489471436;0.8181818127632141;0.6363636255264282;0.8333333134651184;false
221;103398;105076;0.8461538553237915;0.6363636255264282;0.8181818127632141;0.6363636255264282;0.3125;false
222;104872;105076;0.7142857313156128;0.9166666865348816;0.8181818127632141;0.9166666865348816;0.29411762952804565;false
223;105076;107734;0.75;1.0;0.8181818127632141;0.9090908765792847;0.625;false
224;104310;105076;0.9166666865348816;0.7857142686843872;0.47826087474823;0.7857142686843872;0.5;false
225;105076;105349;0.75;0.5454545021057129;0.8181818127632141;0.9090908765792847;0.5;false
226;100558;105076;0.8333333134651184;0.5882352590560913;0.5454545021057129;0.7857142686843872;0.5;false
227;100717;105076;0.8333333134651184;0.7857142686843872;0.36666667461395264;0.7333333492279053;0.4166666865348816;false
228;105076;107056;0.7857142686843872;0.7272727489471436;0.6363636255264282;0.7272727489471436;0.2777777910232544;false
229;102477;105098;0.6875;0.800000011920929;0.7777777910232544;0.6363636255264282;0.375;false
230;102477;103398;0.75;0.699999988079071;0.7777777910232544;0.7272727489471436;0.875;false
231;102477;104872;0.8125;0.8333333134651184;0.7777777910232544;0.8333333134651184;0.8823529481887817;false
232;102477;107734;0.6875;0.8181818127632141;0.6363636255264282;0.8181818127632141;0.4375;false
233;102477;104310;0.625;0.7142857313156128;0.30434781312942505;0.7142857313156128;0.625;false
234;102477;105349;0.625;0.6000000238418579;0.699999988079071;0.8181818127632141;0.5625;false
235;100558;102477;0.6875;0.5882352590560913;0.8571428656578064;0.7142857313156128;0.5625;false
236;100717;102477;0.6875;0.7142857313156128;0.23333334922790527;0.6666666269302368;0.6875;false
237;102477;107056;0.75;0.800000011920929;1.0;0.7272727489471436;0.8888888955116272;false
238;103398;105098;0.8125;0.875;0.8888888955116272;0.875;0.375;false
239;104872;105098;0.6875;0.6666666269302368;1.0;0.5833333730697632;0.3529411554336548;false
240;105098;107734;0.6875;0.7272727489471436;0.8181818127632141;0.6363636255264282;0.75;false
241;104310;105098;0.6875;0.5714285373687744;0.3913043737411499;0.5;0.6000000238418579;false
242;105098;105349;0.625;0.75;0.8999999761581421;0.6363636255264282;0.6000000238418579;false
243;100558;105098;0.6875;0.47058820724487305;0.6666666269302368;0.5;0.6000000238418579;false
244;100717;105098;0.75;0.5714285373687744;0.30000001192092896;0.46666663885116577;0.5;false
245;105098;107056;0.75;1.0;0.7777777910232544;0.875;0.3333333134651184;false
246;103398;104872;0.8571428656578064;0.5833333730697632;0.8888888955116272;0.6666666269302368;0.9411764740943909;false
247;103398;107734;0.8461538553237915;0.6363636255264282;0.8181818127632141;0.7272727489471436;0.4375;false
248;103398;104310;0.8461538553237915;0.5;0.3913043737411499;0.5;0.625;false
249;103398;105349;0.7692307829856873;0.8571428656578064;0.800000011920929;0.6363636255264282;0.5625;false
250;100558;103398;0.8461538553237915;0.4117646813392639;0.6666666269302368;0.5714285373687744;0.5625;false
251;100717;103398;0.9230769276618958;0.5;0.30000001192092896;0.46666663885116577;0.75;false
252;103398;107056;0.9285714030265808;0.875;0.7777777910232544;0.875;0.8333333134651184;false
253;104872;107734;0.7857142686843872;0.9166666865348816;0.8181818127632141;0.8333333134651184;0.4117646813392639;false
254;104310;104872;0.7857142686843872;0.8571428656578064;0.3913043737411499;0.7857142686843872;0.5882352590560913;false
255;104872;105349;0.7142857313156128;0.5;0.8999999761581421;0.8333333134651184;0.5882352590560913;false
256;100558;104872;0.7857142686843872;0.6470588445663452;0.6666666269302368;0.8571428656578064;0.5882352590560913;false
257;100717;104872;0.8571428656578064;0.8571428656578064;0.30000001192092896;0.7333333492279053;0.7058823108673096;false
258;104872;107056;0.8571428656578064;0.6666666269302368;0.7777777910232544;0.6666666269302368;0.8333333134651184;false
259;104310;107734;0.8181818127632141;0.7857142686843872;0.47826087474823;0.7142857313156128;0.699999988079071;false
260;105349;107734;0.9090908765792847;0.5454545021057129;0.9090908765792847;0.8181818127632141;0.699999988079071;false
261;100558;107734;0.9090908765792847;0.5882352590560913;0.5454545021057129;0.7142857313156128;0.699999988079071;false
262;100717;107734;0.9166666865348816;0.7857142686843872;0.36666667461395264;0.6666666269302368;0.5833333730697632;false
263;107056;107734;0.7857142686843872;0.7272727489471436;0.6363636255264282;0.7272727489471436;0.3888888955116272;false
264;104310;105349;0.8181818127632141;0.4285714030265808;0.43478262424468994;0.7857142686843872;0.800000011920929;false
265;100558;104310;0.9090908765792847;0.7647058963775635;0.260869562625885;0.8571428656578064;0.800000011920929;false
266;100717;104310;0.9166666865348816;0.8571428656578064;0.699999988079071;0.800000011920929;0.8333333134651184;false
267;104310;107056;0.7857142686843872;0.5714285373687744;0.30434781312942505;0.5714285373687744;0.5555555820465088;false
268;100558;105349;0.8181818127632141;0.3529411554336548;0.6000000238418579;0.7142857313156128;1.0;false
269;100717;105349;0.8333333134651184;0.4285714030265808;0.3333333134651184;0.6666666269302368;0.75;false
270;105349;107056;0.7142857313156128;0.75;0.699999988079071;0.7272727489471436;0.5555555820465088;false
271;100558;100717;0.9166666865348816;0.7647058963775635;0.19999998807907104;0.800000011920929;0.75;false
272;100558;107056;0.7857142686843872;0.47058820724487305;0.8571428656578064;0.5714285373687744;0.5555555820465088;false
273;100717;107056;0.8571428656578064;0.5714285373687744;0.23333334922790527;0.5333333015441895;0.6111111044883728;false
274;103424;104842;0.75;0.8888888955116272;0.7894736528396606;0.8333333134651184;0.17391306161880493;false
275;105518;109651;0.8421052694320679;0.6428571343421936;0.8095238208770752;1.0;0.75;false
276;101564;108252;1.0;0.44999998807907104;1.0;0.9285714030265808;1.0;false
277;101502;103830;0.8888888955116272;1.0;0.875;0.375;0.625;false
278;103830;104396;1.0;1.0;0.615384578704834;0.3333333134651184;0.45454543828964233;false
279;101502;104396;0.8888888955116272;1.0;0.5384615659713745;0.7777777910232544;0.6363636255264282;false
280;3086;3215;1.0;0.4615384340286255;1.0;1.0;1.0;true
281;8306;8663;0.9333333373069763;0.22727274894714355;1.0;1.0;1.0;true
282;5830;8888;1.0;1.0;0.2666666507720947;0.6415094137191772;0.48571425676345825;true
283;5392;9486;0.7931034564971924;0.7894736528396606;0.9354838728904724;1.0;0.875;true
284;102514;104500;0.800000011920929;0.875;0.8333333134651184;0.8571428656578064;0.31578946113586426;false
285;101021;104117;1.0;0.7894736528396606;0.8148148059844971;0.3913043737411499;0.5714285373687744;false
286;104289;3710;0.761904776096344;0.7894736528396606;0.7599999904632568;0.9090908765792847;0.8181818127632141;false
287;103997;3710;0.8500000238418579;0.8421052694320679;0.8333333134651184;0.8333333134651184;0.550000011920929;false
288;104289;2004;0.761904776096344;0.7894736528396606;0.7599999904632568;0.9090908765792847;0.8181818127632141;false
289;103997;2004;0.8500000238418579;0.8421052694320679;0.8333333134651184;0.8333333134651184;0.550000011920929;false
290;103997;104289;0.761904776096344;0.8947368264198303;0.7599999904632568;0.9166666865348816;0.5;false
291;5371;5959;1.0;1.0;0.9444444179534912;0.08333331346511841;0.1666666865348816;true
292;8301;9114;1.0;1.0;0.3500000238418579;0.5;0.5357142686843872;true
293;100500;103069;0.7037037014961243;0.7857142686843872;0.8666666746139526;1.0;0.52173912525177;false
294;108408;108563;1.0;0.19999998807907104;1.0;1.0;0.8591549396514893;false
295;7460;8578;1.0;0.6363636255264282;0.6428571343421936;0.6666666269302368;0.7916666865348816;true
296;6272;8578;1.0;0.6363636255264282;0.6428571343421936;0.6666666269302368;0.7916666865348816;true
297;5776;9008;1.0;1.0;1.0;0.12000000476837158;0.11764705181121826;true
298;100054;105956;0.875;0.6666666269302368;0.875;0.7777777910232544;0.47058820724487305;false
299;100054;103056;0.8571428656578064;0.800000011920929;0.6666666269302368;0.8666666746139526;0.4117646813392639;false
300;103056;105956;0.75;0.6428571343421936;0.5833333730697632;0.7222222089767456;0.8888888955116272;false
301;100446;101480;0.8333333134651184;0.800000011920929;0.8333333134651184;0.8260869383811951;0.7333333492279053;false
302;101555;108876;0.782608687877655;0.8666666746139526;0.8999999761581421;0.7894736528396606;0.4583333134651184;false
303;5574;7562;1.0;1.0;0.8500000238418579;0.125;0.2777777910232544;true
304;100856;103424;0.75;0.875;0.6875;0.6666666269302368;0.3333333134651184;false
305;101021;103424;0.5625;0.875;0.5555555820465088;0.4285714030265808;0.5;false
306;100521;103424;0.6470588445663452;0.875;0.75;0.6666666269302368;0.23529410362243652;false
307;103424;104099;0.625;0.8333333134651184;0.625;0.75;0.3999999761581421;false
308;103424;104310;0.6875;0.8125;0.6521738767623901;0.6666666269302368;0.3999999761581421;false
309;100558;103424;0.6875;0.9411764740943909;0.375;0.6190476417541504;0.3999999761581421;false
310;103424;104533;0.5333333015441895;0.8333333134651184;0.75;0.8571428656578064;0.23529410362243652;false
311;103424;104117;0.5625;0.8421052694320679;0.615384578704834;0.8260869383811951;0.2857142686843872;false
312;103424;108876;0.6521738767623901;0.75;0.7368420958518982;0.7142857313156128;0.1666666865348816;false
313;100717;103424;0.75;0.8125;0.5333333015441895;0.6666666269302368;0.3333333134651184;false
314;103424;106511;0.7894736528396606;0.8823529481887817;0.4375;0.6774193644523621;0.21052628755569458;false
315;100054;103424;0.4375;0.8125;0.5;0.7142857313156128;0.23529410362243652;false
316;103424;109426;0.375;0.8125;0.875;0.8095238208770752;0.5714285373687744;false
317;103424;105066;0.7777777910232544;0.7894736528396606;0.5625;0.7307692170143127;0.1818181872367859;false
318;100187;103424;0.6818181872367859;0.8823529481887817;0.6818181872367859;0.6666666269302368;0.2857142686843872;false
319;103424;109749;0.625;0.8421052694320679;0.625;0.8571428656578064;0.6666666269302368;false
320;103424;3710;0.699999988079071;0.875;0.6666666269302368;0.476190447807312;0.19999998807907104;false
321;103056;103424;0.375;0.8125;0.75;0.6666666269302368;0.4444444179534912;false
322;101555;103424;0.6499999761581421;0.875;0.75;0.8095238208770752;0.3333333134651184;false
323;103002;103424;0.7142857313156128;0.7894736528396606;0.75;0.9047619104385376;0.6666666269302368;false
324;103424;107620;0.5161290168762207;0.875;0.8125;0.6190476417541504;0.3333333134651184;false
325;100856;101021;0.75;0.875;0.40740740299224854;0.6428571343421936;0.6666666269302368;false
326;100521;100856;0.7058823108673096;0.9375;0.550000011920929;0.46666663885116577;0.7058823108673096;false
327;100856;104099;0.8333333134651184;0.8333333134651184;0.9090908765792847;0.5;0.5;false
