"First Object";"Second Object";"Similarity Value";"First Object Data";"Second Object Data"
"cd.[3356]";"cd.[6955]";"1.0";"";""
"cd.[7199]";"cd.[8683]";"1.0";"";""
"cd.[4178]";"cd.[7199]";"1.0";"";""
"cd.[4178]";"cd.[8683]";"1.0";"";""
"cd.[3792]";"cd.[8891]";"0.95652174949646";"";""
"cd.[102760]";"cd.[103339]";"0.9615384340286255";"";""
"cd.[103653]";"cd.[104045]";"0.9166666865348816";"";""
"cd.[2807]";"cd.[7064]";"0.9230769276618958";"";""
"cd.[3529]";"cd.[4114]";"1.0";"";""
"cd.[6316]";"cd.[7311]";"1.0";"";""
"cd.[4490]";"cd.[7121]";"1.0";"";""
"cd.[7363]";"cd.[8118]";"1.0";"";""
"cd.[6922]";"cd.[9161]";"1.0";"";""
"cd.[5776]";"cd.[9008]";"1.0";"";""
"cd.[3383]";"cd.[6969]";"0.9545454382896423";"";""
"cd.[9614]";"cd.[9678]";"1.0";"";""
"cd.[2406]";"cd.[7291]";"1.0";"";""
"cd.[5830]";"cd.[8888]";"1.0";"";""
"cd.[103731]";"cd.[104112]";"0.9375";"";""
"cd.[102446]";"cd.[103731]";"0.9375";"";""
"cd.[102446]";"cd.[104112]";"0.9375";"";""
"cd.[3159]";"cd.[9969]";"1.0";"";""
"cd.[4292]";"cd.[8795]";"1.0";"";""
"cd.[3678]";"cd.[4266]";"1.0";"";""
"cd.[4266]";"cd.[6690]";"1.0";"";""
"cd.[3678]";"cd.[6690]";"1.0";"";""
"cd.[102424]";"cd.[107480]";"0.9642857313156128";"";""
"cd.[2577]";"cd.[2581]";"1.0";"";""
"cd.[4481]";"cd.[6716]";"1.0";"";""
"cd.[8919]";"cd.[9083]";"1.0";"";""
"cd.[7859]";"cd.[9798]";"1.0";"";""
"cd.[108746]";"cd.[109003]";"0.931034505367279";"";""
"cd.[4676]";"cd.[5746]";"1.0";"";""
"cd.[100198]";"cd.[106489]";"1.0";"";""
"cd.[106275]";"cd.[106684]";"1.0";"";""
"cd.[10253]";"cd.[10368]";"1.0";"";""
"cd.[103830]";"cd.[104396]";"1.0";"";""
"cd.[11530]";"cd.[5099]";"1.0";"";""
"cd.[10986]";"cd.[7087]";"1.0";"";""
"cd.[9713]";"cd.[9738]";"1.0";"";""
"cd.[11455]";"cd.[5289]";"1.0";"";""
"cd.[101925]";"cd.[104169]";"0.970588207244873";"";""
"cd.[5324]";"cd.[7847]";"1.0";"";""
"cd.[10061]";"cd.[3517]";"1.0";"";""
"cd.[7134]";"cd.[9695]";"1.0";"";""
"cd.[102390]";"cd.[102394]";"0.9756097793579102";"";""
"cd.[10301]";"cd.[6246]";"1.0";"";""
"cd.[2187]";"cd.[2418]";"1.0";"";""
"cd.[101377]";"cd.[101414]";"1.0";"";""
"cd.[5371]";"cd.[5959]";"1.0";"";""
"cd.[5238]";"cd.[8297]";"0.9090908765792847";"";""
"cd.[6663]";"cd.[6665]";"1.0";"";""
"cd.[8301]";"cd.[9114]";"1.0";"";""
"cd.[5394]";"cd.[5418]";"1.0";"";""
"cd.[4895]";"cd.[9209]";"1.0";"";""
"cd.[10652]";"cd.[9640]";"1.0";"";""
"cd.[2004]";"cd.[3710]";"1.0";"";""
"cd.[4613]";"cd.[6116]";"0.95652174949646";"";""
"cd.[5912]";"cd.[8949]";"1.0";"";""
"cd.[8778]";"cd.[9060]";"1.0";"";""
"cd.[2619]";"cd.[6174]";"1.0";"";""
"cd.[10107]";"cd.[7341]";"1.0";"";""
"cd.[7918]";"cd.[9172]";"1.0";"";""
"cd.[2571]";"cd.[9019]";"1.0";"";""
"cd.[3931]";"cd.[5754]";"1.0";"";""
"cd.[6568]";"cd.[9557]";"1.0";"";""
"cd.[6737]";"cd.[7722]";"1.0";"";""
"cd.[7404]";"cd.[7405]";"1.0";"";""
"cd.[2957]";"cd.[3106]";"1.0";"";""
"cd.[4384]";"cd.[5657]";"1.0";"";""
"cd.[2427]";"cd.[8640]";"0.9375";"";""
"cd.[9588]";"cd.[9811]";"1.0";"";""
"cd.[4709]";"cd.[4710]";"1.0";"";""
"cd.[7344]";"cd.[8291]";"1.0";"";""
"cd.[6547]";"cd.[6741]";"1.0";"";""
"cd.[7622]";"cd.[8349]";"1.0";"";""
"cd.[5574]";"cd.[7562]";"1.0";"";""
"cd.[100558]";"cd.[108429]";"0.9166666865348816";"";""
"cd.[2252]";"cd.[4733]";"1.0";"";""
