"First Object";"Second Object";"Similarity Value";"First Object Data";"Second Object Data"
"cd.[105518]";"cd.[107620]";"1.0";"";""
"cd.[10361]";"cd.[5426]";"1.0";"";""
"cd.[10361]";"cd.[7869]";"1.0";"";""
"cd.[5426]";"cd.[7869]";"1.0";"";""
"cd.[5324]";"cd.[7847]";"1.0";"";""
"cd.[10301]";"cd.[6246]";"1.0";"";""
"cd.[101515]";"cd.[101521]";"1.0";"";""
"cd.[4178]";"cd.[7199]";"1.0";"";""
"cd.[3096]";"cd.[3123]";"1.0";"";""
"cd.[5238]";"cd.[8297]";"0.8957219123840332";"";""
"cd.[6663]";"cd.[6665]";"1.0";"";""
"cd.[4895]";"cd.[9209]";"1.0";"";""
"cd.[10652]";"cd.[9640]";"1.0";"";""
"cd.[5912]";"cd.[8949]";"0.9487179517745972";"";""
"cd.[101465]";"cd.[108771]";"-1.0";"";""
"cd.[103668]";"cd.[108771]";"-1.0";"";""
"cd.[108771]";"cd.[108962]";"1.0";"";""
"cd.[101465]";"cd.[103668]";"1.0";"";""
"cd.[101465]";"cd.[108962]";"1.0";"";""
"cd.[103668]";"cd.[108962]";"-1.0";"";""
"cd.[7918]";"cd.[9172]";"1.0";"";""
"cd.[10449]";"cd.[6162]";"1.0";"";""
"cd.[3931]";"cd.[5754]";"1.0";"";""
"cd.[6568]";"cd.[9557]";"1.0";"";""
"cd.[3757]";"cd.[6377]";"1.0";"";""
"cd.[104051]";"cd.[108932]";"1.0";"";""
"cd.[104051]";"cd.[108843]";"1.0";"";""
"cd.[103114]";"cd.[104051]";"1.0";"";""
"cd.[108843]";"cd.[108932]";"1.0";"";""
"cd.[103114]";"cd.[108932]";"-1.0";"";""
"cd.[103114]";"cd.[108843]";"-1.0";"";""
"cd.[4384]";"cd.[5657]";"1.0";"";""
"cd.[7622]";"cd.[8349]";"1.0";"";""
"cd.[2252]";"cd.[4733]";"1.0";"";""
"cd.[4586]";"cd.[7633]";"0.935606062412262";"";""
"cd.[3192]";"cd.[7923]";"1.0";"";""
"cd.[4395]";"cd.[8725]";"0.9423076808452606";"";""
"cd.[6948]";"cd.[7365]";"0.9833333194255829";"";""
"cd.[104872]";"cd.[109651]";"0.9411764740943909";"";""
"cd.[7350]";"cd.[8473]";"1.0";"";""
"cd.[7288]";"cd.[7483]";"1.0";"";""
"cd.[10938]";"cd.[11125]";"1.0";"";""
"cd.[6925]";"cd.[6926]";"0.9749999940395355";"";""
"cd.[102970]";"cd.[108596]";"1.0";"";""
"cd.[102670]";"cd.[104343]";"1.0";"";""
"cd.[6102]";"cd.[9115]";"0.9545454382896423";"";""
"cd.[7525]";"cd.[8995]";"0.90625";"";""
"cd.[9333]";"cd.[9450]";"1.0";"";""
"cd.[6771]";"cd.[8507]";"1.0";"";""
"cd.[8609]";"cd.[9130]";"1.0";"";""
"cd.[3670]";"cd.[4441]";"0.925000011920929";"";""
"cd.[7346]";"cd.[7719]";"1.0";"";""
"cd.[4851]";"cd.[7708]";"1.0";"";""
"cd.[6272]";"cd.[7460]";"1.0";"";""
"cd.[8043]";"cd.[8234]";"1.0";"";""
"cd.[11150]";"cd.[8901]";"1.0";"";""
"cd.[9327]";"cd.[9412]";"1.0";"";""
"cd.[102697]";"cd.[103567]";"1.0";"";""
"cd.[100128]";"cd.[102309]";"1.0";"";""
"cd.[6944]";"cd.[9868]";"0.9090909063816071";"";""
"cd.[8311]";"cd.[8312]";"1.0";"";""
"cd.[101873]";"cd.[102984]";"1.0";"";""
"cd.[4348]";"cd.[7170]";"1.0";"";""
"cd.[101502]";"cd.[109469]";"1.0";"";""
"cd.[8668]";"cd.[8843]";"1.0";"";""
"cd.[4145]";"cd.[4886]";"1.0";"";""
"cd.[103424]";"cd.[108429]";"0.9318181872367859";"";""
"cd.[5776]";"cd.[9008]";"1.0";"";""
"cd.[101983]";"cd.[108733]";"1.0";"";""
"cd.[3383]";"cd.[6969]";"1.0";"";""
"cd.[2406]";"cd.[7291]";"1.0";"";""
"cd.[4292]";"cd.[8795]";"1.0";"";""
"cd.[4481]";"cd.[6716]";"1.0";"";""
"cd.[10293]";"cd.[7599]";"1.0";"";""
"cd.[10253]";"cd.[10368]";"0.8636363744735718";"";""
"cd.[7211]";"cd.[7614]";"1.0";"";""
"cd.[105901]";"cd.[107999]";"-1.0";"";""
"cd.[102948]";"cd.[105901]";"1.0";"";""
"cd.[102948]";"cd.[107999]";"1.0";"";""
"cd.[9713]";"cd.[9738]";"1.0";"";""
"cd.[10061]";"cd.[3517]";"1.0";"";""
"cd.[5394]";"cd.[5418]";"0.9536474049091339";"";""
"cd.[2004]";"cd.[3710]";"1.0";"";""
"cd.[8778]";"cd.[9060]";"1.0";"";""
"cd.[2619]";"cd.[6174]";"1.0";"";""
"cd.[100558]";"cd.[105131]";"1.0";"";""
"cd.[4563]";"cd.[5122]";"1.0";"";""
"cd.[101554]";"cd.[108329]";"1.0";"";""
"cd.[7404]";"cd.[7405]";"1.0";"";""
"cd.[2317]";"cd.[4988]";"0.9583333432674408";"";""
"cd.[2957]";"cd.[3106]";"0.8888888955116272";"";""
"cd.[9588]";"cd.[9811]";"1.0";"";""
"cd.[4709]";"cd.[4710]";"1.0";"";""
"cd.[6547]";"cd.[6741]";"1.0";"";""
"cd.[100358]";"cd.[103646]";"1.0";"";""
"cd.[100708]";"cd.[101442]";"0.9666666686534882";"";""
