"First Object";"Second Object";"Similarity Value";"First Object Data";"Second Object Data"
"cd.[100521]";"cd.[106511]";"-1.0";"";""
"cd.[100521]";"cd.[104842]";"-1.0";"";""
"cd.[100054]";"cd.[100521]";"-1.0";"";""
"cd.[100521]";"cd.[109426]";"-1.0";"";""
"cd.[100521]";"cd.[105066]";"-1.0";"";""
"cd.[100187]";"cd.[100521]";"-1.0";"";""
"cd.[100521]";"cd.[109749]";"-1.0";"";""
"cd.[100521]";"cd.[3710]";"-1.0";"";""
"cd.[100521]";"cd.[103056]";"-1.0";"";""
"cd.[100521]";"cd.[101555]";"0.7166666686534882";"";""
"cd.[100521]";"cd.[103002]";"-1.0";"";""
"cd.[100521]";"cd.[107620]";"-1.0";"";""
"cd.[104099]";"cd.[104310]";"-1.0";"";""
"cd.[100558]";"cd.[104099]";"-1.0";"";""
"cd.[104099]";"cd.[104533]";"-1.0";"";""
"cd.[104099]";"cd.[104117]";"-1.0";"";""
"cd.[104099]";"cd.[108876]";"-1.0";"";""
"cd.[100717]";"cd.[104099]";"-1.0";"";""
"cd.[104099]";"cd.[106511]";"0.737096756696701";"";""
"cd.[104099]";"cd.[104842]";"-1.0";"";""
"cd.[100054]";"cd.[104099]";"-1.0";"";""
"cd.[104099]";"cd.[109426]";"-1.0";"";""
"cd.[104099]";"cd.[105066]";"0.7714285552501678";"";""
"cd.[100187]";"cd.[104099]";"-1.0";"";""
"cd.[104099]";"cd.[109749]";"0.8571428656578064";"";""
"cd.[104099]";"cd.[3710]";"-1.0";"";""
"cd.[103056]";"cd.[104099]";"-1.0";"";""
"cd.[101555]";"cd.[104099]";"-1.0";"";""
"cd.[103002]";"cd.[104099]";"0.74175825715065";"";""
"cd.[104099]";"cd.[107620]";"-1.0";"";""
"cd.[100558]";"cd.[104310]";"-1.0";"";""
"cd.[104310]";"cd.[104533]";"-1.0";"";""
"cd.[104117]";"cd.[104310]";"-1.0";"";""
"cd.[104310]";"cd.[108876]";"0.8579710125923157";"";""
"cd.[100717]";"cd.[104310]";"0.75";"";""
"cd.[104310]";"cd.[106511]";"-1.0";"";""
"cd.[104310]";"cd.[104842]";"-1.0";"";""
"cd.[100054]";"cd.[104310]";"-1.0";"";""
"cd.[104310]";"cd.[109426]";"-1.0";"";""
"cd.[104310]";"cd.[105066]";"-1.0";"";""
"cd.[100187]";"cd.[104310]";"-1.0";"";""
"cd.[104310]";"cd.[109749]";"-1.0";"";""
"cd.[104310]";"cd.[3710]";"-1.0";"";""
"cd.[103056]";"cd.[104310]";"-1.0";"";""
"cd.[101555]";"cd.[104310]";"0.7597253918647766";"";""
"cd.[103002]";"cd.[104310]";"-1.0";"";""
"cd.[104310]";"cd.[107620]";"-1.0";"";""
"cd.[100558]";"cd.[104533]";"-1.0";"";""
"cd.[100558]";"cd.[104117]";"-1.0";"";""
"cd.[100558]";"cd.[108876]";"-1.0";"";""
"cd.[100558]";"cd.[100717]";"-1.0";"";""
"cd.[100558]";"cd.[106511]";"-1.0";"";""
"cd.[100558]";"cd.[104842]";"-1.0";"";""
"cd.[100054]";"cd.[100558]";"-1.0";"";""
"cd.[100558]";"cd.[109426]";"-1.0";"";""
"cd.[100558]";"cd.[105066]";"-1.0";"";""
"cd.[100187]";"cd.[100558]";"-1.0";"";""
"cd.[100558]";"cd.[109749]";"-1.0";"";""
"cd.[100558]";"cd.[3710]";"-1.0";"";""
"cd.[100558]";"cd.[103056]";"-1.0";"";""
"cd.[100558]";"cd.[101555]";"-1.0";"";""
"cd.[100558]";"cd.[103002]";"-1.0";"";""
"cd.[100558]";"cd.[107620]";"-1.0";"";""
"cd.[104117]";"cd.[104533]";"-1.0";"";""
"cd.[104533]";"cd.[108876]";"-1.0";"";""
"cd.[100717]";"cd.[104533]";"-1.0";"";""
"cd.[104533]";"cd.[106511]";"-1.0";"";""
"cd.[104533]";"cd.[104842]";"-1.0";"";""
"cd.[100054]";"cd.[104533]";"-1.0";"";""
"cd.[104533]";"cd.[109426]";"-1.0";"";""
"cd.[104533]";"cd.[105066]";"-1.0";"";""
"cd.[100187]";"cd.[104533]";"-1.0";"";""
"cd.[104533]";"cd.[109749]";"-1.0";"";""
"cd.[104533]";"cd.[3710]";"-1.0";"";""
"cd.[103056]";"cd.[104533]";"-1.0";"";""
"cd.[101555]";"cd.[104533]";"-1.0";"";""
"cd.[103002]";"cd.[104533]";"0.851648360490799";"";""
"cd.[104533]";"cd.[107620]";"0.7612781822681427";"";""
"cd.[104117]";"cd.[108876]";"-1.0";"";""
"cd.[100717]";"cd.[104117]";"-1.0";"";""
"cd.[104117]";"cd.[106511]";"-1.0";"";""
"cd.[104117]";"cd.[104842]";"0.7612179517745972";"";""
"cd.[100054]";"cd.[104117]";"-1.0";"";""
"cd.[104117]";"cd.[109426]";"-1.0";"";""
"cd.[104117]";"cd.[105066]";"-1.0";"";""
"cd.[100187]";"cd.[104117]";"-1.0";"";""
"cd.[104117]";"cd.[109749]";"-1.0";"";""
"cd.[104117]";"cd.[3710]";"-1.0";"";""
"cd.[103056]";"cd.[104117]";"-1.0";"";""
"cd.[101555]";"cd.[104117]";"-1.0";"";""
"cd.[103002]";"cd.[104117]";"-1.0";"";""
"cd.[104117]";"cd.[107620]";"-1.0";"";""
"cd.[100717]";"cd.[108876]";"0.75";"";""
"cd.[106511]";"cd.[108876]";"-1.0";"";""
"cd.[104842]";"cd.[108876]";"-1.0";"";""
"cd.[100054]";"cd.[108876]";"-1.0";"";""
"cd.[108876]";"cd.[109426]";"-1.0";"";""
"cd.[105066]";"cd.[108876]";"-1.0";"";""
"cd.[100187]";"cd.[108876]";"-1.0";"";""
"cd.[108876]";"cd.[109749]";"-1.0";"";""
"cd.[108876]";"cd.[3710]";"-1.0";"";""
"cd.[103056]";"cd.[108876]";"-1.0";"";""
"cd.[101555]";"cd.[108876]";"0.8447368144989014";"";""
"cd.[103002]";"cd.[108876]";"-1.0";"";""
"cd.[107620]";"cd.[108876]";"-1.0";"";""
"cd.[100717]";"cd.[106511]";"-1.0";"";""
"cd.[100717]";"cd.[104842]";"-1.0";"";""
"cd.[100054]";"cd.[100717]";"-1.0";"";""
"cd.[100717]";"cd.[109426]";"-1.0";"";""
"cd.[100717]";"cd.[105066]";"-1.0";"";""
"cd.[100187]";"cd.[100717]";"-1.0";"";""
"cd.[100717]";"cd.[109749]";"-1.0";"";""
"cd.[100717]";"cd.[3710]";"0.7166666388511658";"";""
"cd.[100717]";"cd.[103056]";"-1.0";"";""
"cd.[100717]";"cd.[101555]";"0.7017543613910675";"";""
"cd.[100717]";"cd.[103002]";"-1.0";"";""
"cd.[100717]";"cd.[107620]";"-1.0";"";""
"cd.[104842]";"cd.[106511]";"-1.0";"";""
"cd.[100054]";"cd.[106511]";"-1.0";"";""
"cd.[106511]";"cd.[109426]";"-1.0";"";""
"cd.[105066]";"cd.[106511]";"0.7275985777378082";"";""
"cd.[100187]";"cd.[106511]";"-1.0";"";""
"cd.[106511]";"cd.[109749]";"-1.0";"";""
"cd.[106511]";"cd.[3710]";"-1.0";"";""
"cd.[103056]";"cd.[106511]";"-1.0";"";""
"cd.[101555]";"cd.[106511]";"-1.0";"";""
"cd.[103002]";"cd.[106511]";"-1.0";"";""
"cd.[106511]";"cd.[107620]";"-1.0";"";""
"cd.[100054]";"cd.[104842]";"-1.0";"";""
"cd.[104842]";"cd.[109426]";"-1.0";"";""
"cd.[104842]";"cd.[105066]";"-1.0";"";""
"cd.[100187]";"cd.[104842]";"0.7651515007019043";"";""
"cd.[104842]";"cd.[109749]";"-1.0";"";""
"cd.[104842]";"cd.[3710]";"-1.0";"";""
"cd.[103056]";"cd.[104842]";"-1.0";"";""
"cd.[101555]";"cd.[104842]";"-1.0";"";""
"cd.[103002]";"cd.[104842]";"0.7379386126995087";"";""
"cd.[104842]";"cd.[107620]";"-1.0";"";""
"cd.[100054]";"cd.[109426]";"-1.0";"";""
"cd.[100054]";"cd.[105066]";"-1.0";"";""
"cd.[100054]";"cd.[100187]";"-1.0";"";""
"cd.[100054]";"cd.[109749]";"-1.0";"";""
"cd.[100054]";"cd.[3710]";"-1.0";"";""
"cd.[100054]";"cd.[103056]";"0.7666666507720947";"";""
"cd.[100054]";"cd.[101555]";"-1.0";"";""
"cd.[100054]";"cd.[103002]";"-1.0";"";""
"cd.[100054]";"cd.[107620]";"-1.0";"";""
"cd.[105066]";"cd.[109426]";"-1.0";"";""
"cd.[100187]";"cd.[109426]";"-1.0";"";""
"cd.[109426]";"cd.[109749]";"-1.0";"";""
"cd.[109426]";"cd.[3710]";"-1.0";"";""
"cd.[103056]";"cd.[109426]";"0.7421052753925323";"";""
"cd.[101555]";"cd.[109426]";"-1.0";"";""
"cd.[103002]";"cd.[109426]";"-1.0";"";""
"cd.[107620]";"cd.[109426]";"-1.0";"";""
"cd.[100187]";"cd.[105066]";"-1.0";"";""
"cd.[105066]";"cd.[109749]";"-1.0";"";""
"cd.[105066]";"cd.[3710]";"-1.0";"";""
"cd.[103056]";"cd.[105066]";"-1.0";"";""
"cd.[101555]";"cd.[105066]";"-1.0";"";""
"cd.[103002]";"cd.[105066]";"0.7307692468166351";"";""
"cd.[105066]";"cd.[107620]";"-1.0";"";""
"cd.[100187]";"cd.[109749]";"-1.0";"";""
"cd.[100187]";"cd.[3710]";"-1.0";"";""
"cd.[100187]";"cd.[103056]";"-1.0";"";""
"cd.[100187]";"cd.[101555]";"0.790043294429779";"";""
"cd.[100187]";"cd.[103002]";"-1.0";"";""
"cd.[100187]";"cd.[107620]";"-1.0";"";""
"cd.[109749]";"cd.[3710]";"-1.0";"";""
"cd.[103056]";"cd.[109749]";"-1.0";"";""
"cd.[101555]";"cd.[109749]";"-1.0";"";""
"cd.[103002]";"cd.[109749]";"-1.0";"";""
"cd.[107620]";"cd.[109749]";"-1.0";"";""
"cd.[103056]";"cd.[3710]";"-1.0";"";""
"cd.[101555]";"cd.[3710]";"-1.0";"";""
"cd.[103002]";"cd.[3710]";"-1.0";"";""
"cd.[107620]";"cd.[3710]";"-1.0";"";""
"cd.[101555]";"cd.[103056]";"-1.0";"";""
"cd.[103002]";"cd.[103056]";"-1.0";"";""
"cd.[103056]";"cd.[107620]";"-1.0";"";""
"cd.[101555]";"cd.[103002]";"-1.0";"";""
"cd.[101555]";"cd.[107620]";"-1.0";"";""
"cd.[103002]";"cd.[107620]";"0.7023809552192688";"";""
"cd.[3475]";"cd.[8592]";"0.9444444477558136";"";""
"cd.[8224]";"cd.[8754]";"1.0";"";""
"cd.[4124]";"cd.[7722]";"1.0";"";""
"cd.[4124]";"cd.[6737]";"1.0";"";""
"cd.[6737]";"cd.[7722]";"1.0";"";""
"cd.[4179]";"cd.[4732]";"0.8444444537162781";"";""
"cd.[4179]";"cd.[4911]";"0.8444444537162781";"";""
"cd.[4732]";"cd.[4911]";"1.0";"";""
"cd.[6811]";"cd.[7429]";"0.95652174949646";"";""
"cd.[6339]";"cd.[7517]";"1.0";"";""
"cd.[7653]";"cd.[7852]";"0.8888888955116272";"";""
"cd.[7653]";"cd.[8029]";"0.8888888955116272";"";""
"cd.[10383]";"cd.[7653]";"0.8888888955116272";"";""
"cd.[10230]";"cd.[7653]";"0.8222222328186035";"";""
"cd.[6858]";"cd.[7653]";"0.8222222328186035";"";""
"cd.[7852]";"cd.[8029]";"1.0";"";""
"cd.[10383]";"cd.[7852]";"1.0";"";""
"cd.[10230]";"cd.[7852]";"0.9333333373069763";"";""
"cd.[6858]";"cd.[7852]";"0.9333333373069763";"";""
"cd.[10383]";"cd.[8029]";"1.0";"";""
"cd.[10230]";"cd.[8029]";"0.9333333373069763";"";""
"cd.[6858]";"cd.[8029]";"0.9333333373069763";"";""
"cd.[10230]";"cd.[10383]";"0.9333333373069763";"";""
"cd.[10383]";"cd.[6858]";"0.9333333373069763";"";""
"cd.[10230]";"cd.[6858]";"1.0";"";""
"cd.[103398]";"cd.[105098]";"0.8819444477558136";"";""
"cd.[102120]";"cd.[105098]";"-1.0";"";""
"cd.[105098]";"cd.[105349]";"-1.0";"";""
"cd.[105098]";"cd.[107056]";"0.8263888955116272";"";""
"cd.[102120]";"cd.[103398]";"-1.0";"";""
"cd.[103398]";"cd.[105349]";"0.7181818187236786";"";""
"cd.[103398]";"cd.[107056]";"0.8263888955116272";"";""
"cd.[102120]";"cd.[105349]";"-1.0";"";""
"cd.[102120]";"cd.[107056]";"0.7291666865348816";"";""
"cd.[105349]";"cd.[107056]";"-1.0";"";""
"cd.[10064]";"cd.[2819]";"1.0";"";""
"cd.[6314]";"cd.[8464]";"0.8386727571487427";"";""
"cd.[4291]";"cd.[4905]";"1.0";"";""
"cd.[6722]";"cd.[7707]";"1.0";"";""
"cd.[3722]";"cd.[8453]";"1.0";"";""
"cd.[6719]";"cd.[8453]";"1.0";"";""
"cd.[3722]";"cd.[6719]";"1.0";"";""
"cd.[6413]";"cd.[7975]";"1.0";"";""
"cd.[7606]";"cd.[8538]";"1.0";"";""
"cd.[7671]";"cd.[8759]";"1.0";"";""
"cd.[5360]";"cd.[8430]";"0.9003496468067169";"";""
"cd.[7540]";"cd.[8823]";"0.7491638660430908";"";""
"cd.[7920]";"cd.[8494]";"0.875";"";""
"cd.[6382]";"cd.[7920]";"0.875";"";""
"cd.[6382]";"cd.[8494]";"1.0";"";""
"cd.[7794]";"cd.[8890]";"0.8598484992980957";"";""
"cd.[8890]";"cd.[9063]";"0.9714285731315613";"";""
"cd.[6802]";"cd.[8890]";"0.9714285731315613";"";""
"cd.[7794]";"cd.[9063]";"0.8321428596973419";"";""
"cd.[6802]";"cd.[7794]";"0.8321428596973419";"";""
"cd.[6802]";"cd.[9063]";"1.0";"";""
"cd.[9348]";"cd.[9485]";"1.0";"";""
"cd.[5477]";"cd.[9076]";"0.9666666686534882";"";""
"cd.[5477]";"cd.[8368]";"0.9333333373069763";"";""
"cd.[8368]";"cd.[9076]";"0.9666666686534882";"";""
"cd.[4419]";"cd.[7644]";"0.96875";"";""
"cd.[102361]";"cd.[103634]";"0.9032257795333862";"";""
"cd.[105148]";"cd.[105760]";"-1.0";"";""
"cd.[100708]";"cd.[105148]";"0.8095237910747528";"";""
"cd.[105148]";"cd.[105156]";"0.7387820780277252";"";""
"cd.[104500]";"cd.[105148]";"-1.0";"";""
"cd.[102514]";"cd.[105148]";"0.7147436141967773";"";""
"cd.[100708]";"cd.[105760]";"-1.0";"";""
"cd.[105156]";"cd.[105760]";"0.7499999701976776";"";""
"cd.[104500]";"cd.[105760]";"-1.0";"";""
"cd.[102514]";"cd.[105760]";"-1.0";"";""
"cd.[100708]";"cd.[105156]";"-1.0";"";""
"cd.[100708]";"cd.[104500]";"-1.0";"";""
"cd.[100708]";"cd.[102514]";"0.7467532455921173";"";""
"cd.[104500]";"cd.[105156]";"-1.0";"";""
"cd.[102514]";"cd.[105156]";"-1.0";"";""
"cd.[102514]";"cd.[104500]";"0.8452380895614624";"";""
"cd.[5731]";"cd.[8779]";"1.0";"";""
"cd.[7123]";"cd.[9038]";"0.9210526347160339";"";""
"cd.[7980]";"cd.[9790]";"0.9449404776096344";"";""
"cd.[7604]";"cd.[9790]";"0.8660714328289032";"";""
"cd.[7604]";"cd.[7980]";"0.9211309552192688";"";""
"cd.[4441]";"cd.[8151]";"0.8059440553188324";"";""
"cd.[3670]";"cd.[4441]";"0.8722826242446899";"";""
"cd.[4441]";"cd.[7515]";"1.0";"";""
"cd.[3670]";"cd.[8151]";"0.7027972042560577";"";""
"cd.[7515]";"cd.[8151]";"0.8059440553188324";"";""
"cd.[3670]";"cd.[7515]";"0.8722826242446899";"";""
"cd.[7161]";"cd.[8131]";"1.0";"";""
"cd.[2813]";"cd.[3155]";"0.9761904776096344";"";""
"cd.[7061]";"cd.[7469]";"1.0";"";""
"cd.[5835]";"cd.[9278]";"1.0";"";""
"cd.[5921]";"cd.[8423]";"1.0";"";""
"cd.[1858]";"cd.[9637]";"1.0";"";""
"cd.[5988]";"cd.[8859]";"1.0";"";""
"cd.[6358]";"cd.[9694]";"0.9615384638309479";"";""
"cd.[7094]";"cd.[9189]";"1.0";"";""
"cd.[2139]";"cd.[3296]";"0.8377192914485931";"";""
"cd.[2440]";"cd.[5443]";"1.0";"";""
"cd.[2781]";"cd.[9669]";"1.0";"";""
"cd.[4508]";"cd.[9662]";"1.0";"";""
"cd.[5025]";"cd.[9863]";"0.824999988079071";"";""
"cd.[8114]";"cd.[8659]";"1.0";"";""
"cd.[4297]";"cd.[4306]";"1.0";"";""
"cd.[4297]";"cd.[8636]";"1.0";"";""
"cd.[4306]";"cd.[8636]";"1.0";"";""
"cd.[2807]";"cd.[7064]";"1.0";"";""
"cd.[6316]";"cd.[7311]";"1.0";"";""
"cd.[7363]";"cd.[8118]";"0.9545454382896423";"";""
"cd.[6922]";"cd.[9161]";"0.8090909123420715";"";""
"cd.[10314]";"cd.[2427]";"-1.0";"";""
"cd.[10314]";"cd.[8640]";"1.0";"";""
"cd.[2427]";"cd.[8640]";"0.9424342215061188";"";""
"cd.[9614]";"cd.[9678]";"1.0";"";""
"cd.[100500]";"cd.[105518]";"0.7750000059604645";"";""
"cd.[3159]";"cd.[9969]";"0.9895833432674408";"";""
"cd.[3678]";"cd.[4266]";"1.0";"";""
"cd.[4266]";"cd.[6690]";"1.0";"";""
"cd.[3678]";"cd.[6690]";"1.0";"";""
"cd.[8919]";"cd.[9083]";"1.0";"";""
"cd.[7859]";"cd.[9798]";"0.9615384638309479";"";""
"cd.[6354]";"cd.[8424]";"0.9666666686534882";"";""
"cd.[7037]";"cd.[7237]";"0.920998603105545";"";""
"cd.[11530]";"cd.[5099]";"1.0";"";""
"cd.[8274]";"cd.[8805]";"1.0";"";""
"cd.[8260]";"cd.[8445]";"0.831250011920929";"";""
"cd.[10361]";"cd.[5426]";"1.0";"";""
"cd.[10361]";"cd.[7869]";"1.0";"";""
"cd.[5426]";"cd.[7869]";"1.0";"";""
"cd.[5324]";"cd.[7847]";"1.0";"";""
"cd.[10301]";"cd.[6246]";"0.9285714328289032";"";""
"cd.[4178]";"cd.[7199]";"1.0";"";""
"cd.[3096]";"cd.[3123]";"1.0";"";""
"cd.[5238]";"cd.[8297]";"0.9423076808452606";"";""
"cd.[6663]";"cd.[6665]";"0.9545454382896423";"";""
"cd.[4895]";"cd.[9209]";"0.9285714328289032";"";""
"cd.[10652]";"cd.[9640]";"1.0";"";""
"cd.[5912]";"cd.[8949]";"1.0";"";""
"cd.[7918]";"cd.[9172]";"1.0";"";""
"cd.[10449]";"cd.[6162]";"1.0";"";""
"cd.[103069]";"cd.[109651]";"0.7095238268375397";"";""
"cd.[2571]";"cd.[9019]";"1.0";"";""
"cd.[3931]";"cd.[5754]";"1.0";"";""
"cd.[6568]";"cd.[9557]";"1.0";"";""
"cd.[3757]";"cd.[6377]";"0.8210526406764984";"";""
"cd.[4384]";"cd.[5657]";"1.0";"";""
"cd.[100446]";"cd.[103815]";"0.747826099395752";"";""
"cd.[7622]";"cd.[8349]";"0.8760504126548767";"";""
"cd.[2252]";"cd.[4733]";"1.0";"";""
"cd.[7008]";"cd.[8831]";"1.0";"";""
"cd.[4586]";"cd.[7633]";"0.9545454382896423";"";""
"cd.[10240]";"cd.[7367]";"0.9666666686534882";"";""
"cd.[3192]";"cd.[7923]";"0.949999988079071";"";""
"cd.[4395]";"cd.[8725]";"0.9111111164093018";"";""
"cd.[6948]";"cd.[7365]";"0.9523809552192688";"";""
"cd.[7350]";"cd.[8473]";"1.0";"";""
"cd.[11423]";"cd.[11538]";"0.9799999892711639";"";""
"cd.[10938]";"cd.[11125]";"1.0";"";""
"cd.[2366]";"cd.[2367]";"0.8166666626930237";"";""
"cd.[6925]";"cd.[6926]";"1.0";"";""
"cd.[102670]";"cd.[104343]";"1.0";"";""
"cd.[7201]";"cd.[8536]";"1.0";"";""
"cd.[6102]";"cd.[9115]";"1.0";"";""
"cd.[7525]";"cd.[8995]";"0.762499988079071";"";""
"cd.[9333]";"cd.[9450]";"1.0";"";""
"cd.[6771]";"cd.[8507]";"1.0";"";""
"cd.[8609]";"cd.[9130]";"1.0";"";""
"cd.[4843]";"cd.[8794]";"0.9333333373069763";"";""
"cd.[7346]";"cd.[7719]";"1.0";"";""
"cd.[4851]";"cd.[7708]";"1.0";"";""
"cd.[10119]";"cd.[7664]";"0.8898809552192688";"";""
"cd.[10320]";"cd.[7581]";"0.8933333456516266";"";""
"cd.[6272]";"cd.[7460]";"1.0";"";""
"cd.[8043]";"cd.[8234]";"1.0";"";""
"cd.[11150]";"cd.[8901]";"1.0";"";""
"cd.[9421]";"cd.[9489]";"0.949999988079071";"";""
"cd.[6740]";"cd.[9193]";"1.0";"";""
"cd.[10000]";"cd.[8664]";"0.8263888955116272";"";""
"cd.[7361]";"cd.[7750]";"1.0";"";""
"cd.[8265]";"cd.[9149]";"1.0";"";""
"cd.[6992]";"cd.[7802]";"0.8666666746139526";"";""
"cd.[6944]";"cd.[9868]";"0.9642857015132904";"";""
"cd.[8311]";"cd.[8312]";"1.0";"";""
"cd.[8344]";"cd.[9229]";"1.0";"";""
"cd.[8364]";"cd.[8526]";"0.9642857015132904";"";""
"cd.[2823]";"cd.[4684]";"0.8377192914485931";"";""
"cd.[6919]";"cd.[8060]";"1.0";"";""
"cd.[3539]";"cd.[4190]";"0.96875";"";""
"cd.[4348]";"cd.[7170]";"0.9130434691905975";"";""
"cd.[8668]";"cd.[8843]";"1.0";"";""
"cd.[3356]";"cd.[6955]";"1.0";"";""
"cd.[3792]";"cd.[8891]";"0.8166666626930237";"";""
"cd.[4184]";"cd.[6950]";"0.8194444477558136";"";""
"cd.[3529]";"cd.[4114]";"0.9761904776096344";"";""
"cd.[3383]";"cd.[6969]";"0.8821428716182709";"";""
"cd.[2406]";"cd.[7291]";"1.0";"";""
"cd.[4292]";"cd.[8795]";"1.0";"";""
"cd.[2577]";"cd.[2581]";"0.9666666686534882";"";""
"cd.[4481]";"cd.[6716]";"1.0";"";""
"cd.[2771]";"cd.[5458]";"0.9791666567325592";"";""
"cd.[100170]";"cd.[100358]";"0.9000000059604645";"";""
"cd.[10293]";"cd.[7599]";"0.7027972042560577";"";""
"cd.[100198]";"cd.[106489]";"1.0";"";""
"cd.[10253]";"cd.[10368]";"1.0";"";""
"cd.[4108]";"cd.[7977]";"1.0";"";""
"cd.[9713]";"cd.[9738]";"1.0";"";""
"cd.[11455]";"cd.[5289]";"0.7285068035125732";"";""
"cd.[10061]";"cd.[3517]";"0.9722222089767456";"";""
"cd.[7134]";"cd.[9695]";"1.0";"";""
"cd.[5542]";"cd.[6695]";"0.9583333432674408";"";""
"cd.[2187]";"cd.[2418]";"1.0";"";""
"cd.[5394]";"cd.[5418]";"1.0";"";""
"cd.[4613]";"cd.[6116]";"0.97826087474823";"";""
"cd.[8778]";"cd.[9060]";"1.0";"";""
"cd.[2619]";"cd.[6174]";"0.9375";"";""
"cd.[10107]";"cd.[7341]";"1.0";"";""
"cd.[2188]";"cd.[8063]";"1.0";"";""
"cd.[7404]";"cd.[7405]";"1.0";"";""
"cd.[2957]";"cd.[3106]";"1.0";"";""
"cd.[9588]";"cd.[9811]";"0.9375";"";""
"cd.[7344]";"cd.[8291]";"0.8322368264198303";"";""
"cd.[6547]";"cd.[6741]";"0.8642857074737549";"";""
