"First Object";"Second Object";"Similarity Value";"First Object Data";"Second Object Data"
"cd.[10383]";"cd.[6858]";"0.9230769276618958";"";""
"cd.[6922]";"cd.[9161]";"1.0";"";""
"cd.[6925]";"cd.[6926]";"0.9166666865348816";"";""
"cd.[6944]";"cd.[9868]";"1.0";"";""
"cd.[6948]";"cd.[7365]";"0.9599999785423279";"";""
"cd.[7008]";"cd.[8831]";"1.0";"";""
"cd.[7061]";"cd.[7469]";"1.0";"";""
"cd.[10986]";"cd.[7087]";"1.0";"";""
"cd.[7123]";"cd.[9038]";"1.0";"";""
"cd.[7134]";"cd.[9695]";"1.0";"";""
"cd.[7199]";"cd.[8683]";"1.0";"";""
"cd.[7201]";"cd.[8536]";"1.0";"";""
"cd.[7288]";"cd.[7483]";"1.0";"";""
"cd.[10107]";"cd.[7341]";"1.0";"";""
"cd.[7344]";"cd.[8291]";"1.0";"";""
"cd.[7346]";"cd.[7719]";"1.0";"";""
"cd.[7350]";"cd.[8473]";"1.0";"";""
"cd.[7361]";"cd.[7750]";"1.0";"";""
"cd.[7363]";"cd.[8118]";"1.0";"";""
"cd.[10240]";"cd.[7367]";"1.0";"";""
"cd.[7404]";"cd.[7405]";"1.0";"";""
"cd.[7460]";"cd.[8578]";"1.0";"";""
"cd.[7515]";"cd.[8151]";"1.0";"";""
"cd.[7525]";"cd.[8995]";"1.0";"";""
"cd.[7540]";"cd.[7542]";"1.0";"";""
"cd.[7540]";"cd.[8823]";"1.0";"";""
"cd.[7542]";"cd.[8823]";"1.0";"";""
"cd.[7604]";"cd.[7980]";"0.9411764740943909";"";""
"cd.[7606]";"cd.[8538]";"1.0";"";""
"cd.[7622]";"cd.[8349]";"1.0";"";""
"cd.[7671]";"cd.[8759]";"1.0";"";""
"cd.[7794]";"cd.[8890]";"1.0";"";""
"cd.[7794]";"cd.[9063]";"0.9166666865348816";"";""
"cd.[7852]";"cd.[8029]";"1.0";"";""
"cd.[10230]";"cd.[7852]";"0.9230769276618958";"";""
"cd.[10383]";"cd.[7852]";"1.0";"";""
"cd.[7859]";"cd.[9798]";"1.0";"";""
"cd.[7898]";"cd.[8422]";"0.9333333373069763";"";""
"cd.[7918]";"cd.[9172]";"1.0";"";""
"cd.[7920]";"cd.[8494]";"0.9333333373069763";"";""
"cd.[7980]";"cd.[9790]";"0.9411764740943909";"";""
"cd.[10230]";"cd.[8029]";"0.9230769276618958";"";""
"cd.[10383]";"cd.[8029]";"1.0";"";""
"cd.[8043]";"cd.[8234]";"1.0";"";""
"cd.[8114]";"cd.[8659]";"1.0";"";""
"cd.[8224]";"cd.[8754]";"1.0";"";""
"cd.[8265]";"cd.[9149]";"1.0";"";""
"cd.[8274]";"cd.[8630]";"1.0";"";""
"cd.[8274]";"cd.[8805]";"1.0";"";""
"cd.[8301]";"cd.[9114]";"1.0";"";""
"cd.[8306]";"cd.[8663]";"0.9333333373069763";"";""
"cd.[8311]";"cd.[8312]";"1.0";"";""
"cd.[8368]";"cd.[9076]";"1.0";"";""
"cd.[8609]";"cd.[9130]";"1.0";"";""
"cd.[8630]";"cd.[8805]";"1.0";"";""
"cd.[10314]";"cd.[8640]";"1.0";"";""
"cd.[10000]";"cd.[8664]";"1.0";"";""
"cd.[108307]";"cd.[8664]";"1.0";"";""
"cd.[8668]";"cd.[8843]";"1.0";"";""
"cd.[8778]";"cd.[9060]";"1.0";"";""
"cd.[8890]";"cd.[9063]";"0.9166666865348816";"";""
"cd.[11150]";"cd.[8901]";"1.0";"";""
"cd.[100248]";"cd.[8901]";"1.0";"";""
"cd.[102359]";"cd.[8901]";"1.0";"";""
"cd.[102722]";"cd.[8901]";"1.0";"";""
"cd.[104065]";"cd.[8901]";"1.0";"";""
"cd.[104771]";"cd.[8901]";"1.0";"";""
"cd.[104948]";"cd.[8901]";"1.0";"";""
"cd.[106181]";"cd.[8901]";"1.0";"";""
"cd.[106983]";"cd.[8901]";"1.0";"";""
"cd.[107456]";"cd.[8901]";"1.0";"";""
"cd.[107678]";"cd.[8901]";"1.0";"";""
"cd.[107907]";"cd.[8901]";"1.0";"";""
"cd.[107995]";"cd.[8901]";"1.0";"";""
"cd.[108049]";"cd.[8901]";"1.0";"";""
"cd.[108237]";"cd.[8901]";"1.0";"";""
"cd.[8919]";"cd.[9083]";"1.0";"";""
"cd.[9327]";"cd.[9412]";"1.0";"";""
"cd.[9333]";"cd.[9450]";"0.9375";"";""
"cd.[9348]";"cd.[9485]";"1.0";"";""
"cd.[9421]";"cd.[9489]";"1.0";"";""
"cd.[101582]";"cd.[9557]";"1.0";"";""
"cd.[9588]";"cd.[9811]";"1.0";"";""
"cd.[9614]";"cd.[9678]";"1.0";"";""
"cd.[10652]";"cd.[9640]";"1.0";"";""
"cd.[9713]";"cd.[9738]";"1.0";"";""
"cd.[100333]";"cd.[9777]";"1.0";"";""
"cd.[102697]";"cd.[9777]";"1.0";"";""
"cd.[103567]";"cd.[9777]";"1.0";"";""
"cd.[107309]";"cd.[9777]";"1.0";"";""
"cd.[10000]";"cd.[108307]";"1.0";"";""
"cd.[10230]";"cd.[10383]";"0.9230769276618958";"";""
"cd.[10253]";"cd.[10368]";"1.0";"";""
"cd.[10938]";"cd.[11125]";"1.0";"";""
"cd.[10983]";"cd.[11174]";"0.9166666865348816";"";""
"cd.[100248]";"cd.[11150]";"1.0";"";""
"cd.[102359]";"cd.[11150]";"1.0";"";""
"cd.[102722]";"cd.[11150]";"1.0";"";""
"cd.[104065]";"cd.[11150]";"1.0";"";""
"cd.[104771]";"cd.[11150]";"1.0";"";""
"cd.[104948]";"cd.[11150]";"1.0";"";""
"cd.[106181]";"cd.[11150]";"1.0";"";""
"cd.[106983]";"cd.[11150]";"1.0";"";""
"cd.[107456]";"cd.[11150]";"1.0";"";""
"cd.[107678]";"cd.[11150]";"1.0";"";""
"cd.[107907]";"cd.[11150]";"1.0";"";""
"cd.[107995]";"cd.[11150]";"1.0";"";""
"cd.[108049]";"cd.[11150]";"1.0";"";""
"cd.[108237]";"cd.[11150]";"1.0";"";""
"cd.[100001]";"cd.[100010]";"0.9642857313156128";"";""
"cd.[100050]";"cd.[108609]";"1.0";"";""
"cd.[100088]";"cd.[100646]";"0.9333333373069763";"";""
"cd.[100136]";"cd.[106359]";"1.0";"";""
"cd.[100167]";"cd.[106556]";"1.0";"";""
"cd.[100167]";"cd.[107511]";"1.0";"";""
"cd.[100170]";"cd.[100358]";"1.0";"";""
"cd.[100170]";"cd.[103646]";"1.0";"";""
"cd.[100198]";"cd.[106489]";"1.0";"";""
"cd.[100216]";"cd.[103983]";"1.0";"";""
"cd.[100248]";"cd.[102359]";"1.0";"";""
"cd.[100248]";"cd.[102722]";"1.0";"";""
"cd.[100248]";"cd.[104065]";"1.0";"";""
"cd.[100248]";"cd.[104771]";"1.0";"";""
"cd.[100248]";"cd.[104948]";"1.0";"";""
"cd.[100248]";"cd.[106181]";"1.0";"";""
"cd.[100248]";"cd.[106983]";"1.0";"";""
"cd.[100248]";"cd.[107456]";"1.0";"";""
"cd.[100248]";"cd.[107678]";"1.0";"";""
"cd.[100248]";"cd.[107907]";"1.0";"";""
"cd.[100248]";"cd.[107995]";"1.0";"";""
"cd.[100248]";"cd.[108049]";"1.0";"";""
"cd.[100248]";"cd.[108237]";"1.0";"";""
"cd.[100287]";"cd.[102643]";"1.0";"";""
"cd.[100287]";"cd.[106478]";"1.0";"";""
"cd.[100333]";"cd.[102697]";"1.0";"";""
"cd.[100333]";"cd.[103567]";"1.0";"";""
"cd.[100333]";"cd.[107309]";"1.0";"";""
"cd.[100358]";"cd.[103646]";"1.0";"";""
"cd.[100425]";"cd.[103932]";"1.0";"";""
"cd.[100429]";"cd.[103293]";"1.0";"";""
"cd.[100429]";"cd.[103895]";"1.0";"";""
"cd.[100429]";"cd.[106977]";"1.0";"";""
"cd.[100446]";"cd.[103056]";"1.0";"";""
"cd.[100446]";"cd.[107347]";"1.0";"";""
"cd.[100446]";"cd.[108216]";"1.0";"";""
"cd.[100479]";"cd.[103051]";"1.0";"";""
"cd.[100514]";"cd.[100520]";"0.9230769276618958";"";""
"cd.[100558]";"cd.[100717]";"0.9166666865348816";"";""
"cd.[100558]";"cd.[100856]";"0.9166666865348816";"";""
"cd.[100558]";"cd.[102352]";"0.9090908765792847";"";""
"cd.[100558]";"cd.[104099]";"0.9090908765792847";"";""
"cd.[100558]";"cd.[104310]";"0.9090908765792847";"";""
"cd.[100558]";"cd.[104410]";"0.9166666865348816";"";""
"cd.[100558]";"cd.[107734]";"0.9090908765792847";"";""
"cd.[100558]";"cd.[107750]";"1.0";"";""
"cd.[100558]";"cd.[108429]";"0.9166666865348816";"";""
"cd.[100607]";"cd.[100653]";"1.0";"";""
"cd.[100607]";"cd.[101287]";"1.0";"";""
"cd.[100607]";"cd.[102746]";"1.0";"";""
"cd.[100607]";"cd.[102997]";"1.0";"";""
"cd.[100607]";"cd.[106087]";"1.0";"";""
"cd.[100607]";"cd.[106378]";"1.0";"";""
"cd.[100607]";"cd.[108108]";"1.0";"";""
"cd.[100614]";"cd.[106820]";"0.9375";"";""
"cd.[100626]";"cd.[103419]";"1.0";"";""
"cd.[100653]";"cd.[101287]";"1.0";"";""
"cd.[100653]";"cd.[102746]";"1.0";"";""
"cd.[100653]";"cd.[102997]";"1.0";"";""
"cd.[100653]";"cd.[106087]";"1.0";"";""
"cd.[100653]";"cd.[106378]";"1.0";"";""
"cd.[100653]";"cd.[108108]";"1.0";"";""
"cd.[100681]";"cd.[108078]";"1.0";"";""
"cd.[100700]";"cd.[102485]";"1.0";"";""
"cd.[100710]";"cd.[108420]";"0.9230769276618958";"";""
"cd.[100717]";"cd.[100856]";"1.0";"";""
"cd.[100717]";"cd.[103398]";"0.9230769276618958";"";""
"cd.[100717]";"cd.[103406]";"0.9230769276618958";"";""
"cd.[100717]";"cd.[104310]";"0.9166666865348816";"";""
"cd.[100717]";"cd.[107734]";"0.9166666865348816";"";""
"cd.[100717]";"cd.[107750]";"0.9166666865348816";"";""
"cd.[100718]";"cd.[102332]";"0.9090908765792847";"";""
"cd.[100718]";"cd.[105652]";"1.0";"";""
"cd.[100718]";"cd.[106918]";"1.0";"";""
"cd.[100718]";"cd.[107976]";"0.9090908765792847";"";""
"cd.[100718]";"cd.[108500]";"1.0";"";""
"cd.[100824]";"cd.[102150]";"1.0";"";""
"cd.[100856]";"cd.[103398]";"0.9230769276618958";"";""
"cd.[100856]";"cd.[103406]";"0.9230769276618958";"";""
"cd.[100856]";"cd.[104310]";"0.9166666865348816";"";""
"cd.[100856]";"cd.[107734]";"0.9166666865348816";"";""
"cd.[100856]";"cd.[107750]";"0.9166666865348816";"";""
"cd.[100863]";"cd.[108060]";"0.9666666388511658";"";""
"cd.[100891]";"cd.[107776]";"1.0";"";""
