elemento1;elemento2;title;artist;track01;track02;track03;duplicata
11455;5289;1.0;1.0;0.7647058963775635;0.692307710647583;0.4285714030265808;true
7344;8291;1.0;1.0;0.7894736528396606;0.875;0.800000011920929;true
6547;6741;1.0;1.0;0.9285714030265808;0.800000011920929;0.8571428656578064;true
7622;8349;1.0;1.0;0.9285714030265808;0.8235294222831726;0.9545454382896423;true
104097;109733;0.9142857193946838;0.10344827175140381;1.0;0.8461538553237915;0.95652174949646;false
7288;7483;1.0;0.6111111044883728;1.0;1.0;1.0;true
108408;108563;1.0;0.19999998807907104;1.0;1.0;0.8591549396514893;false
6102;9115;1.0;0.7777777910232544;1.0;1.0;0.9523809552192688;true
5664;8717;1.0;0.27272725105285645;1.0;1.0;1.0;true
101564;108252;1.0;0.44999998807907104;1.0;0.9285714030265808;1.0;false
9327;9412;1.0;0.4193548560142517;1.0;1.0;0.6499999761581421;true
3086;3215;1.0;0.4615384340286255;1.0;1.0;1.0;true
8306;8663;0.9333333373069763;0.22727274894714355;1.0;1.0;1.0;true
10314;2427;0.9375;0.7333333492279053;0.9375;0.9473684430122375;1.0;true
10314;8640;1.0;0.7333333492279053;1.0;1.0;1.0;true
4108;7977;0.8846153616905212;0.875;1.0;1.0;1.0;true
6382;8494;0.9333333373069763;0.8571428656578064;1.0;1.0;1.0;true
3096;3123;0.9523809552192688;0.8095238208770752;1.0;1.0;0.96875;true
10449;6162;1.0;0.75;1.0;1.0;1.0;true
102666;105709;1.0;0.1428571343421936;0.9411764740943909;0.95652174949646;0.9583333134651184;false
100717;104310;0.9166666865348816;0.8571428656578064;0.699999988079071;0.800000011920929;0.8333333134651184;false
100856;107734;0.9166666865348816;0.6875;0.9090908765792847;0.7857142686843872;0.5833333730697632;false
100856;105349;0.8333333134651184;0.375;0.8181818127632141;0.7857142686843872;0.75;false
100558;100856;0.9166666865348816;0.8823529481887817;0.5454545021057129;0.8571428656578064;0.75;false
105349;107734;0.9090908765792847;0.5454545021057129;0.9090908765792847;0.8181818127632141;0.699999988079071;false
100558;107734;0.9090908765792847;0.5882352590560913;0.5454545021057129;0.7142857313156128;0.699999988079071;false
100558;105349;0.8181818127632141;0.3529411554336548;0.6000000238418579;0.7142857313156128;1.0;false
7920;8494;0.9333333373069763;0.8571428656578064;1.0;0.75;1.0;true
5010;5205;1.0;0.3888888955116272;0.8421052694320679;0.9166666865348816;0.8125;true
109732;109743;0.9333333373069763;0.06666666269302368;0.8999999761581421;0.800000011920929;0.2666666507720947;false
4184;6950;0.9375;0.8571428656578064;0.75;0.8888888955116272;0.3333333134651184;true
100054;103056;0.8571428656578064;0.800000011920929;0.6666666269302368;0.8666666746139526;0.4117646813392639;false
102987;107521;1.0;0.5454545021057129;0.6666666269302368;0.75;0.4166666865348816;false
4124;7722;0.5714285373687744;1.0;1.0;1.0;1.0;true
4124;6737;0.5714285373687744;1.0;1.0;1.0;0.9411764740943909;true
10361;5426;0.7777777910232544;1.0;1.0;1.0;1.0;true
10361;7869;0.7777777910232544;1.0;1.0;1.0;0.9285714030265808;true
6811;7429;0.7777777910232544;1.0;0.9130434989929199;1.0;1.0;true
11423;11538;0.3103448152542114;1.0;1.0;0.9599999785423279;1.0;true
102670;104343;0.7058823108673096;0.8666666746139526;1.0;1.0;0.949999988079071;false
6413;7975;0.6451612710952759;1.0;1.0;1.0;0.9285714030265808;true
8364;8526;0.5833333730697632;1.0;0.9285714030265808;1.0;1.0;true
6919;8060;0.8333333134651184;0.875;1.0;1.0;1.0;true
6354;8424;0.3333333134651184;1.0;1.0;0.9333333373069763;1.0;true
2771;5458;0.3571428656578064;0.9166666865348816;0.9583333134651184;1.0;1.0;true
5542;6695;0.7894736528396606;1.0;0.9166666865348816;1.0;1.0;true
2188;8063;0.8999999761581421;0.8333333134651184;1.0;1.0;1.0;true
2004;3710;1.0;1.0;1.0;1.0;1.0;true
100856;103424;0.75;0.875;0.6875;0.6666666269302368;0.3333333134651184;false
101021;103424;0.5625;0.875;0.5555555820465088;0.4285714030265808;0.5;false
100521;103424;0.6470588445663452;0.875;0.75;0.6666666269302368;0.23529410362243652;false
103424;104099;0.625;0.8333333134651184;0.625;0.75;0.3999999761581421;false
103424;104310;0.6875;0.8125;0.6521738767623901;0.6666666269302368;0.3999999761581421;false
100558;103424;0.6875;0.9411764740943909;0.375;0.6190476417541504;0.3999999761581421;false
103424;104533;0.5333333015441895;0.8333333134651184;0.75;0.8571428656578064;0.23529410362243652;false
103424;104117;0.5625;0.8421052694320679;0.615384578704834;0.8260869383811951;0.2857142686843872;false
103424;108876;0.6521738767623901;0.75;0.7368420958518982;0.7142857313156128;0.1666666865348816;false
100717;103424;0.75;0.8125;0.5333333015441895;0.6666666269302368;0.3333333134651184;false
103424;106511;0.7894736528396606;0.8823529481887817;0.4375;0.6774193644523621;0.21052628755569458;false
103424;104842;0.75;0.8888888955116272;0.7894736528396606;0.8333333134651184;0.17391306161880493;false
100054;103424;0.4375;0.8125;0.5;0.7142857313156128;0.23529410362243652;false
103424;109426;0.375;0.8125;0.875;0.8095238208770752;0.5714285373687744;false
103424;105066;0.7777777910232544;0.7894736528396606;0.5625;0.7307692170143127;0.1818181872367859;false
100187;103424;0.6818181872367859;0.8823529481887817;0.6818181872367859;0.6666666269302368;0.2857142686843872;false
103424;109749;0.625;0.8421052694320679;0.625;0.8571428656578064;0.6666666269302368;false
103424;3710;0.699999988079071;0.875;0.6666666269302368;0.476190447807312;0.19999998807907104;false
103056;103424;0.375;0.8125;0.75;0.6666666269302368;0.4444444179534912;false
101555;103424;0.6499999761581421;0.875;0.75;0.8095238208770752;0.3333333134651184;false
103002;103424;0.7142857313156128;0.7894736528396606;0.75;0.9047619104385376;0.6666666269302368;false
103424;107620;0.5161290168762207;0.875;0.8125;0.6190476417541504;0.3333333134651184;false
100856;101021;0.75;0.875;0.40740740299224854;0.6428571343421936;0.6666666269302368;false
100521;100856;0.7058823108673096;0.9375;0.550000011920929;0.46666663885116577;0.7058823108673096;false
100856;104099;0.8333333134651184;0.8333333134651184;0.9090908765792847;0.5;0.5;false
100856;104310;0.9166666865348816;0.875;0.47826087474823;0.8571428656578064;0.8333333134651184;false
100856;104533;0.3999999761581421;0.8888888955116272;0.8461538553237915;0.7368420958518982;0.7058823108673096;false
100856;104117;0.75;0.8421052694320679;0.42307692766189575;0.6086956262588501;0.8571428656578064;false
100856;108876;0.52173912525177;0.8125;0.5789473652839661;0.8666666746139526;0.5;false
100717;100856;1.0;0.875;0.36666667461395264;0.800000011920929;0.8333333134651184;false
100856;106511;0.5789473652839661;0.8823529481887817;0.6363636255264282;0.4516128897666931;0.6315789222717285;false
100856;104842;0.800000011920929;0.8333333134651184;0.5789473652839661;0.5833333730697632;0.52173912525177;false
100054;100856;0.5833333730697632;0.875;0.6363636255264282;0.800000011920929;0.47058820724487305;false
100856;109426;0.5;0.875;0.7333333492279053;0.7368420958518982;0.5;false
100856;105066;0.6666666269302368;0.8421052694320679;0.8181818127632141;0.5384615659713745;0.5454545021057129;false
100187;100856;0.5454545021057129;0.8823529481887817;0.5;0.6666666269302368;0.5714285373687744;false
100856;109749;0.6428571343421936;0.7894736528396606;0.9090908765792847;0.699999988079071;0.5;false
100856;3710;0.6000000238418579;1.0;0.4583333134651184;0.7142857313156128;0.6000000238418579;false
100856;103056;0.5;0.875;0.9166666865348816;0.7857142686843872;0.6666666269302368;false
100856;101555;0.6000000238418579;0.9375;0.550000011920929;0.7368420958518982;0.8333333134651184;false
100856;103002;0.5714285373687744;0.8421052694320679;0.8461538553237915;0.6666666269302368;0.5;false
100856;107620;0.3870967626571655;0.875;0.7857142686843872;0.8571428656578064;1.0;false
100521;101021;0.529411792755127;0.9375;0.7037037014961243;0.30000001192092896;0.47058820724487305;false
101021;104099;0.8999999761581421;0.8333333134651184;0.37037038803100586;0.3214285969734192;0.6000000238418579;false
101021;104310;0.8181818127632141;0.875;0.8148148059844971;0.6428571343421936;0.800000011920929;false
100558;101021;0.8181818127632141;0.8823529481887817;0.2222222089767456;0.6428571343421936;0.800000011920929;false
101021;104533;0.30000001192092896;0.8888888955116272;0.48148149251937866;0.4736841917037964;0.47058820724487305;false
101021;104117;1.0;0.7894736528396606;0.8148148059844971;0.3913043737411499;0.5714285373687744;false
101021;108876;0.3913043737411499;0.8125;0.7037037014961243;0.6000000238418579;0.3333333134651184;false
100717;101021;0.75;0.875;0.800000011920929;0.6000000238418579;0.6666666269302368;false
101021;106511;0.4736841917037964;0.9411764740943909;0.25925928354263306;0.29032260179519653;0.42105263471603394;false
101021;104842;0.6000000238418579;0.8333333134651184;0.7037037014961243;0.375;0.3478260636329651;false
100054;101021;0.6666666269302368;0.8125;0.29629629850387573;0.6000000238418579;0.47058820724487305;false
101021;109426;0.6666666269302368;0.8125;0.5555555820465088;0.4736841917037964;0.75;false
101021;105066;0.5;0.8421052694320679;0.3333333134651184;0.3461538553237915;0.3636363744735718;false
100187;101021;0.40909093618392944;0.9411764740943909;0.7777777910232544;0.4285714030265808;0.5714285373687744;false
101021;109749;0.6428571343421936;0.7894736528396606;0.37037038803100586;0.44999998807907104;0.75;false
101021;3710;0.44999998807907104;0.875;0.7777777910232544;0.8999999761581421;0.3999999761581421;false
101021;103056;0.6666666269302368;0.875;0.4444444179534912;0.6428571343421936;0.8888888955116272;false
101021;101555;0.44999998807907104;0.9375;0.7407407760620117;0.4736841917037964;0.6666666269302368;false
101021;103002;0.4285714030265808;0.8421052694320679;0.48148149251937866;0.4285714030265808;0.75;false
101021;107620;0.29032260179519653;1.0;0.48148149251937866;0.6428571343421936;0.6666666269302368;false
100521;104099;0.5882352590560913;0.7777777910232544;0.5;0.6000000238418579;0.3529411554336548;false
100521;104310;0.6470588445663452;0.9333333373069763;0.8260869383811951;0.46666663885116577;0.5882352590560913;false
100521;100558;0.6470588445663452;0.8235294222831726;0.30000001192092896;0.46666663885116577;0.529411792755127;false
100521;104533;0.4333333373069763;0.8333333134651184;0.6499999761581421;0.6000000238418579;0.7058823108673096;false
100521;104117;0.529411792755127;0.7894736528396606;0.7307692170143127;0.699999988079071;0.7058823108673096;false
100521;108876;0.6086956262588501;0.8666666746139526;0.8500000238418579;0.5;0.7083333730697632;false
100521;100717;0.7058823108673096;0.9333333373069763;0.6666666269302368;0.5;0.6470588445663452;false
100521;106511;0.6842105388641357;0.8823529481887817;0.3500000238418579;0.6774193644523621;0.7368420958518982;false
100521;104842;0.7058823108673096;0.7777777910232544;0.8500000238418579;0.7333333492279053;0.6521738767623901;false
100054;100521;0.4117646813392639;0.8666666746139526;0.3999999761581421;0.5;0.47058820724487305;false
100521;109426;0.3529411554336548;0.8666666746139526;0.699999988079071;0.5333333015441895;0.3529411554336548;false
100521;105066;0.6666666269302368;0.7894736528396606;0.44999998807907104;0.7333333492279053;0.6818181872367859;false
100187;100521;0.5454545021057129;0.8823529481887817;0.7727272510528564;0.5666666626930237;0.529411792755127;false
100521;109749;0.6470588445663452;0.7368420958518982;0.5;0.6666666269302368;0.3529411554336548;false
100521;3710;0.6499999761581421;0.9375;0.7916666865348816;0.3333333134651184;0.699999988079071;false
100521;103056;0.3529411554336548;0.9333333373069763;0.6000000238418579;0.46666663885116577;0.47058820724487305;false
100521;101555;0.6499999761581421;1.0;0.800000011920929;0.6333333253860474;0.6470588445663452;false
100521;103002;0.6190476417541504;0.7894736528396606;0.6499999761581421;0.6666666269302368;0.3529411554336548;false
100521;107620;0.4516128897666931;0.9375;0.6499999761581421;0.46666663885116577;0.7058823108673096;false
104099;104310;0.9090908765792847;0.7222222089767456;0.43478262424468994;0.5;0.5;false
100558;104099;0.9090908765792847;0.8888888955116272;0.6000000238418579;0.5;0.6000000238418579;false
104099;104533;0.3333333134651184;0.8888888955116272;0.7692307829856873;0.6785714626312256;0.4117646813392639;false
104099;104117;0.8999999761581421;0.8947368264198303;0.38461536169052124;0.7142857313156128;0.5;false
104099;108876;0.43478262424468994;0.6666666269302368;0.5263158082962036;0.5357142686843872;0.2916666865348816;false
100717;104099;0.8333333134651184;0.7222222089767456;0.3333333134651184;0.5357142686843872;0.5833333730697632;false
104099;106511;0.5263158082962036;0.8888888955116272;0.699999988079071;0.774193525314331;0.3684210777282715;false
104099;104842;0.6666666269302368;0.8888888955116272;0.5263158082962036;0.7857142686843872;0.30434781312942505;false
100054;104099;0.6000000238418579;0.7222222089767456;0.699999988079071;0.5357142686843872;0.3529411554336548;false
104099;109426;0.6000000238418579;0.7222222089767456;0.6666666269302368;0.6428571343421936;0.5;false
104099;105066;0.5555555820465088;0.8947368264198303;0.8999999761581421;0.6428571343421936;0.3181818127632141;false
100187;104099;0.45454543828964233;0.8888888955116272;0.45454543828964233;0.5714285373687744;0.5;false
104099;109749;0.7142857313156128;0.8947368264198303;1.0;0.7142857313156128;0.6000000238418579;false
104099;3710;0.5;0.8333333134651184;0.4166666865348816;0.3571428656578064;0.3500000238418579;false
103056;104099;0.6000000238418579;0.7222222089767456;0.8333333134651184;0.5;0.6000000238418579;false
101555;104099;0.5;0.7777777910232544;0.5;0.6785714626312256;0.5833333730697632;false
103002;104099;0.476190447807312;0.8947368264198303;0.7692307829856873;0.7142857313156128;0.6000000238418579;false
104099;107620;0.32258063554763794;0.8333333134651184;0.7142857313156128;0.5;0.5;false
100558;104310;0.9090908765792847;0.7647058963775635;0.260869562625885;0.8571428656578064;0.800000011920929;false
104310;104533;0.36666667461395264;0.7777777910232544;0.5652173757553101;0.7368420958518982;0.5882352590560913;false
104117;104310;0.8181818127632141;0.7368420958518982;0.7692307829856873;0.6086956262588501;0.7142857313156128;false
104310;108876;0.47826087474823;0.9285714030265808;0.782608687877655;0.9333333373069763;0.4166666865348816;false
104310;106511;0.5789473652839661;0.8235294222831726;0.30434781312942505;0.4516128897666931;0.5263158082962036;false
104310;104842;0.7333333492279053;0.7777777910232544;0.782608687877655;0.5833333730697632;0.43478262424468994;false
100054;104310;0.6363636255264282;0.9333333373069763;0.3478260636329651;0.8666666746139526;0.529411792755127;false
104310;109426;0.5454545021057129;0.8571428656578064;0.6086956262588501;0.7368420958518982;0.6000000238418579;false
104310;105066;0.6111111044883728;0.7368420958518982;0.3913043737411499;0.5384615659713745;0.45454543828964233;false
100187;104310;0.5;0.8235294222831726;0.8695652484893799;0.6190476417541504;0.6428571343421936;false
104310;109749;0.6428571343421936;0.6842105388641357;0.43478262424468994;0.699999988079071;0.6000000238418579;false
104310;3710;0.550000011920929;0.875;0.75;0.7142857313156128;0.5;false
103056;104310;0.5454545021057129;0.8571428656578064;0.52173912525177;0.7857142686843872;0.800000011920929;false
101555;104310;0.550000011920929;0.9333333373069763;0.782608687877655;0.7368420958518982;0.75;false
103002;104310;0.523809552192688;0.7368420958518982;0.5652173757553101;0.6666666269302368;0.6000000238418579;false
104310;107620;0.3548387289047241;0.875;0.5652173757553101;0.8571428656578064;0.8333333134651184;false
100558;104533;0.36666667461395264;0.8888888955116272;0.4615384340286255;0.6842105388641357;0.5882352590560913;false
100558;104117;0.8181818127632141;0.8947368264198303;0.23076921701431274;0.6086956262588501;0.6428571343421936;false
100558;108876;0.47826087474823;0.7058823108673096;0.31578946113586426;0.8666666746139526;0.4166666865348816;false
100558;100717;0.9166666865348816;0.7647058963775635;0.19999998807907104;0.800000011920929;0.75;false
100558;106511;0.5789473652839661;0.8823529481887817;0.8571428656578064;0.4516128897666931;0.5263158082962036;false
100558;104842;0.7333333492279053;0.9444444179534912;0.31578946113586426;0.5833333730697632;0.43478262424468994;false
100054;100558;0.5454545021057129;0.7647058963775635;0.75;0.800000011920929;0.47058820724487305;false
100558;109426;0.5454545021057129;0.8235294222831726;0.3999999761581421;0.6842105388641357;0.6000000238418579;false
100558;105066;0.6111111044883728;0.8421052694320679;0.6666666269302368;0.5384615659713745;0.45454543828964233;false
100187;100558;0.5;0.8823529481887817;0.27272725105285645;0.6666666269302368;0.6428571343421936;false
100558;109749;0.7142857313156128;0.8947368264198303;0.6000000238418579;0.699999988079071;0.6000000238418579;false
100558;3710;0.550000011920929;0.8823529481887817;0.25;0.7142857313156128;0.5;false
100558;103056;0.5454545021057129;0.7647058963775635;0.5;0.9285714030265808;0.8999999761581421;false
100558;101555;0.550000011920929;0.8235294222831726;0.30000001192092896;0.6842105388641357;0.8333333134651184;false
100558;103002;0.523809552192688;0.8421052694320679;0.4615384340286255;0.6666666269302368;0.6000000238418579;false
100558;107620;0.3548387289047241;0.8823529481887817;0.4285714030265808;0.7857142686843872;0.75;false
104117;104533;0.30000001192092896;0.8947368264198303;0.5;0.739130437374115;0.8235294222831726;false
104533;108876;0.5333333015441895;0.7222222089767456;0.6315789222717285;0.7894736528396606;0.6666666269302368;false
100717;104533;0.3999999761581421;0.7777777910232544;0.4333333373069763;0.7368420958518982;0.7058823108673096;false
104533;106511;0.6000000238418579;0.9444444179534912;0.5384615659713745;0.6129032373428345;0.7894736528396606;false
104533;104842;0.5;0.8888888955116272;0.6315789222717285;0.75;0.695652186870575;false
100054;104533;0.23333334922790527;0.7777777910232544;0.5384615659713745;0.7894736528396606;0.3529411554336548;false
104533;109426;0.19999998807907104;0.7777777910232544;0.8666666746139526;0.7894736528396606;0.3529411554336548;false
104533;105066;0.5333333015441895;0.9473684430122375;0.692307710647583;0.692307710647583;0.7272727489471436;false
100187;104533;0.7333333492279053;0.9444444179534912;0.5909091234207153;0.761904776096344;0.6470588445663452;false
104533;109749;0.36666667461395264;0.8947368264198303;0.7692307829856873;0.8500000238418579;0.3529411554336548;false
104533;3710;0.6666666269302368;0.8888888955116272;0.5416666269302368;0.5263158082962036;0.8500000238418579;false
103056;104533;0.19999998807907104;0.7777777910232544;0.8461538553237915;0.6842105388641357;0.529411792755127;false
101555;104533;0.5333333015441895;0.8333333134651184;0.6499999761581421;0.8947368264198303;0.7058823108673096;false
103002;104533;0.699999988079071;0.8947368264198303;0.8461538553237915;0.8571428656578064;0.3529411554336548;false
104533;107620;0.7419354915618896;0.8888888955116272;0.7857142686843872;0.7368420958518982;0.7058823108673096;false
104117;108876;0.3913043737411499;0.6842105388641357;0.7307692170143127;0.6521738767623901;0.5833333730697632;false
100717;104117;0.75;0.7368420958518982;0.800000011920929;0.6086956262588501;0.8571428656578064;false
104117;106511;0.4736841917037964;0.8421052694320679;0.26923078298568726;0.6774193644523621;0.6842105388641357;false
104117;104842;0.6000000238418579;0.9473684430122375;0.7307692170143127;0.7916666865348816;0.6086956262588501;false
100054;104117;0.6666666269302368;0.7368420958518982;0.307692289352417;0.6086956262588501;0.47058820724487305;false
104117;109426;0.6666666269302368;0.7368420958518982;0.5769230723381042;0.782608687877655;0.4285714030265808;false
104117;105066;0.5;0.8947368264198303;0.3461538553237915;0.7692307829856873;0.6363636255264282;false
100187;104117;0.40909093618392944;0.8421052694320679;0.807692289352417;0.6521738767623901;0.5714285373687744;false
104117;109749;0.6428571343421936;0.8947368264198303;0.38461536169052124;0.8260869383811951;0.4285714030265808;false
104117;3710;0.44999998807907104;0.8421052694320679;0.807692289352417;0.43478262424468994;0.699999988079071;false
103056;104117;0.6666666269302368;0.7368420958518982;0.4615384340286255;0.6086956262588501;0.6428571343421936;false
101555;104117;0.44999998807907104;0.7894736528396606;0.7692307829856873;0.739130437374115;0.7857142686843872;false
103002;104117;0.4285714030265808;0.8947368264198303;0.5;0.8260869383811951;0.4285714030265808;false
104117;107620;0.29032260179519653;0.7894736528396606;0.5;0.5652173757553101;0.8571428656578064;false
100717;108876;0.52173912525177;0.9285714030265808;0.6333333253860474;0.8666666746139526;0.5;false
106511;108876;0.6086956262588501;0.7647058963775635;0.3684210777282715;0.4838709831237793;0.7083333730697632;false
104842;108876;0.5652173757553101;0.7222222089767456;0.8947368264198303;0.625;0.75;false
100054;108876;0.30434781312942505;0.8666666746139526;0.42105263471603394;0.800000011920929;0.375;false
108876;109426;0.260869562625885;0.8571428656578064;0.6842105388641357;0.7368420958518982;0.25;false
105066;108876;0.6086956262588501;0.6842105388641357;0.4736841917037964;0.5769230723381042;0.7083333730697632;false
100187;108876;0.5652173757553101;0.7647058963775635;0.8181818127632141;0.6666666269302368;0.4583333134651184;false
108876;109749;0.47826087474823;0.6315789222717285;0.5263158082962036;0.75;0.25;false
108876;3710;0.695652186870575;0.8125;0.7916666865348816;0.6666666269302368;0.7916666865348816;false
103056;108876;0.260869562625885;0.9285714030265808;0.5789473652839661;0.800000011920929;0.375;false
101555;108876;0.782608687877655;0.8666666746139526;0.8999999761581421;0.7894736528396606;0.4583333134651184;false
103002;108876;0.6521738767623901;0.6842105388641357;0.6315789222717285;0.7142857313156128;0.25;false
107620;108876;0.5483871102333069;0.8125;0.6315789222717285;0.8666666746139526;0.5;false
100717;106511;0.5789473652839661;0.8235294222831726;0.23333334922790527;0.4838709831237793;0.5789473652839661;false
100717;104842;0.800000011920929;0.7222222089767456;0.6333333253860474;0.5833333730697632;0.52173912525177;false
100054;100717;0.5833333730697632;0.800000011920929;0.2666666507720947;0.7333333492279053;0.47058820724487305;false
100717;109426;0.5;0.8571428656578064;0.5;0.7368420958518982;0.5;false
100717;105066;0.6666666269302368;0.7368420958518982;0.30000001192092896;0.5769230723381042;0.5454545021057129;false
100187;100717;0.5454545021057129;0.8235294222831726;0.7333333492279053;0.6666666269302368;0.6428571343421936;false
100717;109749;0.6428571343421936;0.6842105388641357;0.3333333134651184;0.6499999761581421;0.5;false
100717;3710;0.6000000238418579;0.875;0.7666666507720947;0.6666666269302368;0.6000000238418579;false
100717;103056;0.5;1.0;0.3999999761581421;0.7333333492279053;0.6666666269302368;false
100717;101555;0.6000000238418579;0.9333333373069763;0.6666666269302368;0.7368420958518982;0.8333333134651184;false
100717;103002;0.5714285373687744;0.7368420958518982;0.4333333373069763;0.6666666269302368;0.5;false
100717;107620;0.3870967626571655;0.875;0.4333333373069763;0.8666666746139526;0.8333333134651184;false
104842;106511;0.7368420958518982;0.8888888955116272;0.3684210777282715;0.7096774578094482;0.8260869383811951;false
100054;106511;0.3684210777282715;0.8235294222831726;0.875;0.4838709831237793;0.4736841917037964;false
106511;109426;0.31578946113586426;0.7647058963775635;0.46666663885116577;0.6129032373428345;0.31578946113586426;false
105066;106511;0.6842105388641357;0.8947368264198303;0.7777777910232544;0.6774193644523621;0.7727272510528564;false
100187;106511;0.7727272510528564;1.0;0.3181818127632141;0.5806452035903931;0.5263158082962036;false
106511;109749;0.5789473652839661;0.8421052694320679;0.699999988079071;0.6451612710952759;0.31578946113586426;false
106511;3710;0.800000011920929;0.8823529481887817;0.2916666865348816;0.32258063554763794;0.800000011920929;false
103056;106511;0.31578946113586426;0.8235294222831726;0.5833333730697632;0.4516128897666931;0.4736841917037964;false
101555;106511;0.699999988079071;0.8823529481887817;0.3500000238418579;0.6129032373428345;0.6315789222717285;false
103002;106511;0.8095238208770752;0.8421052694320679;0.5384615659713745;0.6774193644523621;0.31578946113586426;false
106511;107620;0.6129032373428345;0.9411764740943909;0.5;0.4516128897666931;0.6315789222717285;false
100054;104842;0.46666663885116577;0.7777777910232544;0.42105263471603394;0.625;0.43478262424468994;false
104842;109426;0.3999999761581421;0.7777777910232544;0.7368420958518982;0.6666666269302368;0.260869562625885;false
104842;105066;0.7777777910232544;0.8947368264198303;0.4736841917037964;0.692307710647583;0.8260869383811951;false
